date,upper_vel_spikes,lower_vel_spikes,upper_vel_flip_rate,lower_vel_flip_rate,upper_vel_deriv_std,lower_vel_deriv_std,upper_err_spikes,lower_err_spikes,upper_err_flip_rate,lower_err_flip_rate,upper_err_deriv_std,lower_err_deriv_std,upper_cur_spikes,lower_cur_spikes,upper_cur_flip_rate,lower_cur_flip_rate,upper_cur_deriv_std,lower_cur_deriv_std,upper_vel_spikes_norm,lower_vel_spikes_norm,upper_vel_flip_rate_norm,lower_vel_flip_rate_norm,upper_err_spikes_norm,lower_err_spikes_norm,upper_err_flip_rate_norm,lower_err_flip_rate_norm,upper_cur_spikes_norm,lower_cur_spikes_norm,upper_cur_flip_rate_norm,lower_cur_flip_rate_norm,upper_vel_deriv_std_norm,lower_vel_deriv_std_norm,upper_err_deriv_std_norm,lower_err_deriv_std_norm,upper_cur_deriv_std_norm,lower_cur_deriv_std_norm,oscillation_score
2021-07-02,8,29,5726,5714,0.1348816409639109,0.2844359987162644,186,162,286,290,0.0007944015625223293,0.0017394335844921837,127,141,285,299,0.06677957615919942,0.18099754594373194,0.02112676056338028,0.102880658436214,0.0991524460110733,0.09873650155204827,0.5314285714285715,0.48575712143928035,0.09016393442622951,0.09080945670894003,0.11913696060037524,0.15503023639362287,0.051189941625505164,0.05921964745494157,0.4751380929599137,0.7132342349702853,0.00022839179979425338,0.04102892668132952,0.018281223965918306,0.029334680180614393,0.0977262618335906
2021-07-03,18,50,5677,5673,0.21687652568208768,0.3707704144038146,229,189,496,506,0.00112223413617586,0.0026988469578527103,159,131,456,472,0.11929015841144126,0.22962098042327828,0.056338028169014086,0.18930041152263374,0.09829527066623517,0.09801949897258777,0.6542857142857142,0.5667166416791605,0.15636822194199243,0.1584468451542195,0.14915572232645402,0.1440351841671248,0.08190390660080826,0.09348385818974055,0.7663710662584533,0.9313430138205765,0.00032264422207068543,0.06365911003736036,0.03265624354444203,0.03721518978809808,0.14353548759383444
2021-07-04,7,31,5831,5668,0.11247202318640956,0.29489072781061026,163,154,287,301,0.0007483569255264025,0.0015565918192281143,104,142,286,280,0.0812789919477982,0.1886616405513824,0.017605633802816902,0.1111111111111111,0.10098925032144075,0.09793205963362916,0.4657142857142857,0.4617691154422789,0.09047919293820933,0.09425395334272742,0.0975609756097561,0.1561297416162727,0.05136955545577009,0.05545652604476134,0.395542644557768,0.7396462767709829,0.00021515388837703209,0.03671614265313424,0.022250507430288287,0.03057681726604919,0.0944573767281537
2021-07-05,18,46,5672,5625,0.22688039824941983,0.36599471818737445,210,104,457,444,0.0009675440791165913,0.004040815587155682,176,150,440,447,0.10216023399989098,0.2227544198114912,0.056338028169014086,0.1728395061728395,0.0982078037943129,0.09718008131858523,0.6,0.3118440779610195,0.14407313997477933,0.13903240958196336,0.1651031894934334,0.16492578339747113,0.07903008531656938,0.0885323826500297,0.8019032529588509,0.9192780538433478,0.0002781705676762191,0.0953128236319442,0.027966845936702612,0.03610231083475472,0.13868532269057904
2021-07-06,15,47,5699,5667,0.19742950782369187,0.3652579950548799,208,159,454,443,0.0008707115073648976,0.002483561297036575,137,139,420,450,0.11554754574455266,0.21204121820744148,0.045774647887323945,0.17695473251028807,0.09868012490269311,0.09791457176583745,0.5942857142857143,0.4767616191904048,0.14312736443883986,0.13871927352434632,0.12851782363977485,0.15283122594832327,0.07543780871127077,0.08912655971479501,0.6972983082180375,0.9174168518939342,0.0002503310386717002,0.05858105493257433,0.031631685673365335,0.03436599810671949,0.13300727166712017
2021-07-07,18,60,5647,5643,0.21226180409229123,0.4179522016213858,227,203,637,612,0.0007558288873854779,0.0024355456281922477,156,148,551,590,0.10680214791388161,0.2537970452603389,0.056338028169014086,0.23045267489711935,0.0977704694347016,0.09749486293883618,0.6485714285714286,0.6086956521739131,0.20081967213114754,0.19163926726162517,0.14634146341463414,0.16272677295217153,0.09896722047597666,0.11685482273717568,0.7499802987836202,1.0,0.00021730209011466432,0.05744848432215689,0.029237591766084235,0.041133459101215984,0.16151459663550352
2021-07-08,17,69,5705,5656,0.20957412108249,0.4417334087965641,231,207,683,677,0.0008857244666079053,0.0025696357145493175,145,131,582,631,0.12228869693720731,0.2602352362327382,0.0528169014084507,0.2674897119341564,0.09878508514899982,0.09772220522012853,0.66,0.6206896551724138,0.2153215636822194,0.21199311100673243,0.13602251407129456,0.1440351841671248,0.1045352492141895,0.12497524262230145,0.7404340701753511,1.0,0.00025464728997772894,0.06061133708692257,0.033477107609665845,0.04217691122169813,0.1689080504136769
2021-07-09,34,64,5692,5682,0.2923465117042236,0.41313409362627285,241,192,565,572,0.0009097095445066226,0.0025525065651622225,158,133,515,551,0.11137214120817632,0.26606738399526375,0.11267605633802817,0.24691358024691357,0.09855767128200194,0.09817688978271324,0.6885714285714286,0.5757121439280359,0.17812105926860025,0.17911382495694378,0.14821763602251406,0.1462341946124244,0.09250112258643915,0.10913052089522678,1.0,1.0,0.0002615430406508521,0.06020730291132521,0.030488648986581993,0.04312214055333204,0.1656593544028337
2021-07-10,33,80,5628,5622,0.29544093995284926,0.4749973263661342,247,208,724,699,0.0011492306646308918,0.002958082422239969,164,164,627,661,0.15163141630550536,0.27763439698422043,0.10915492957746478,0.31275720164609055,0.09743809532139702,0.09712761771521007,0.7057142857142857,0.623688155922039,0.22824716267339218,0.21888210427430718,0.15384615384615385,0.18031885651456844,0.11261787157611136,0.13091701326995445,1.0,1.0,0.0003304057698985425,0.06977383206892927,0.04150981544330263,0.044996832416731906,0.18693516554339323
2021-07-11,19,53,5641,5750,0.217686506215461,0.3896276358312212,237,192,491,523,0.0007916261726479598,0.002361801998201349,172,151,461,482,0.097016571982185,0.2488575435554947,0.05985915492957746,0.20164609053497942,0.0976655091883949,0.09936606479255017,0.6771428571428572,0.5757121439280359,0.15479192938209332,0.1637701581337091,0.16135084427767354,0.16602528862012095,0.08280197575213291,0.09546444840562487,0.7692479901038741,0.9789824807155183,0.0002275938704869074,0.055709054880822416,0.026558744197235123,0.04033290292788394,0.14427179327025064
2021-07-12,32,71,5667,5543,0.3025836445856141,0.44462198674698256,159,162,641,627,0.0014090319609707813,0.003641254566793181,163,153,588,632,0.13997870495051967,0.2582715198821396,0.1056338028169014,0.2757201646090535,0.09812033692239064,0.09574607615966424,0.4542857142857143,0.48575712143928035,0.20208070617906684,0.19633630812588068,0.1529080675422139,0.16822429906542055,0.10561293219577908,0.12517330164388987,1.0,1.0,0.0004050990842867298,0.08588816956332894,0.038319830745243914,0.04185864728717958,0.17602976597429443
2021-07-13,19,62,5735,5608,0.22454195838635196,0.41822539256679214,240,182,539,529,0.001053035301031642,0.002906118950942492,153,146,517,514,0.1180819908155226,0.2452410934219738,0.05985915492957746,0.23868312757201646,0.09930988638053337,0.096882787566126,0.6857142857142857,0.545727136431784,0.16992433795712483,0.1656489744794113,0.14352720450281425,0.1605277625068719,0.09286035024696902,0.10180233709645474,0.7935974812446538,1.0,0.0003027494393211745,0.06854814258415715,0.032325501966258004,0.039746776704443564,0.15096498757959664
2021-07-14,33,58,5670,5609,0.28433006439573094,0.4045727385995145,237,164,557,528,0.0009992423783978302,0.0029907681963126944,143,143,494,515,0.12013653033240902,0.23844406863083115,0.10915492957746478,0.2222222222222222,0.098172817045544,0.09690027543391772,0.6771428571428572,0.4917541229385307,0.17559899117276168,0.16533583842179428,0.13414634146341464,0.15722924683892248,0.08872923215087562,0.10200039611804318,1.0,1.0,0.0002872838826101327,0.07054480846027213,0.03288794185005556,0.038645167578263126,0.1620263859182109
2021-07-15,18,62,5638,5541,0.21447279197491154,0.42747180025208475,230,187,609,592,0.0010228098186842215,0.0030629909840186784,135,139,532,569,0.13696316685552623,0.24496047324181622,0.056338028169014086,0.23868312757201646,0.09761302906524154,0.09571110042408079,0.6571428571428571,0.56071964017991,0.19199243379571249,0.18537654610928447,0.12664165103189493,0.15283122594832327,0.09555455770094297,0.11269558328381858,0.7578333810483948,1.0,0.0002940595617596827,0.07224836500185468,0.037494312967758896,0.03970129595941894,0.15800961616365813
2021-07-16,16,49,5755,5708,0.19687861719537542,0.37516036117024226,219,174,505,475,0.0008242023283145187,0.002296491534088844,156,130,477,470,0.08393205193734209,0.22797633924759464,0.04929577464788732,0.18518518518518517,0.09965975386822241,0.09863157434529794,0.6257142857142857,0.5217391304347826,0.15920554854981084,0.14873962736809143,0.14634146341463414,0.14293567894447498,0.0856757970363718,0.09308774014656368,0.6953416310887466,0.942433445380437,0.00023695957062405188,0.054168542919063395,0.022976795116634845,0.036948639086269525,0.1399201836733058
2021-07-17,22,67,5672,5615,0.2376837843064494,0.43383135745036217,222,213,746,726,0.0012462544036733884,0.003069327485507728,152,147,633,669,0.1428928862779794,0.2652726200327637,0.07042253521126761,0.25925925925925924,0.0982078037943129,0.09700520264066803,0.6342857142857142,0.638680659670165,0.2351828499369483,0.2273367778299671,0.1425891181988743,0.1616272677295217,0.11369555455770095,0.1325014854426619,0.8402751862068188,1.0,0.00035830025982417247,0.07239782736553915,0.03911760162952721,0.04299333136679056,0.18228252924588811
2021-07-18,8,46,5685,5619,0.15230357491049537,0.3664872088378462,225,181,462,464,0.0007019408462242114,0.0023651606801323053,153,148,468,444,0.07090740906716875,0.23074577820098022,0.02112676056338028,0.1728395061728395,0.09843521766131078,0.09707515411183491,0.6428571428571429,0.5427286356821589,0.14564943253467844,0.14529513073430406,0.14352720450281425,0.16272677295217153,0.08405927256398743,0.08793820558526441,0.5370180704891677,0.9205222452068282,0.00020180918666526748,0.0557882778623261,0.019411237695034788,0.037397488298858056,0.12727510866604774
2021-07-19,30,71,5656,5659,0.28451840870710743,0.4438531451765041,221,213,702,667,0.0011760996323521237,0.003056264074007209,185,159,612,649,0.13408666229675234,0.27713381187031394,0.09859154929577464,0.2757201646090535,0.09792790980416168,0.09777466882350369,0.6314285714285715,0.638680659670165,0.22131147540983606,0.20886175043056207,0.17354596622889307,0.17482133040131942,0.1099236641221374,0.12854030501089325,1.0,1.0,0.0003381306437985651,0.07208969386884155,0.03670685627662076,0.044915701459165285,0.18347337498736432
2021-07-20,14,52,5636,5649,0.20081516338942496,0.3899631917009158,210,209,522,513,0.000883216338642578,0.0023997237174057323,140,154,501,496,0.10383658625696687,0.24995172663883955,0.04225352112676056,0.19753086419753085,0.09757804231647263,0.09759979014558649,0.6,0.6266866566716641,0.16456494325346785,0.16063879755753874,0.13133208255159476,0.16932380428807037,0.08998652896273013,0.09823727470786295,0.7093236258992832,0.979830203844149,0.00025392619892360694,0.056603534239355005,0.02842575527425694,0.04051023964613391,0.14391473347137362
2021-07-21,2,8,811,817,0.19967868379621842,0.39686398386975896,38,35,84,73,0.0012353616548008725,0.002096300374306909,33,22,78,80,0.08072128120645151,0.26292074543858684,0.0,0.01646090534979424,0.013172510911492272,0.0130984129759979,0.10857142857142857,0.10494752623688156,0.02648171500630517,0.022858932206043524,0.03095684803001876,0.024189114898295765,0.014009878760664571,0.015844721727074667,0.7052870285900699,0.997263846512134,0.00035516857600446597,0.049446529678562896,0.022097831484180885,0.04261215775095304,0.0514867043119052
2021-07-21,18,50,4901,4882,0.23351585163917488,0.4146523695761507,220,172,531,485,0.001035679165076148,0.002648458982404481,131,133,487,479,0.10559429995451654,0.25738849881781056,0.056338028169014086,0.18930041152263374,0.0847204121439005,0.08418659554933765,0.6285714285714286,0.5157421289355323,0.16740226986128626,0.1518709879442618,0.12288930581613508,0.1462341946124244,0.0874719353390211,0.09487027134085958,0.8254713429259783,1.0,0.0002977595207266505,0.062470582594451644,0.028906937689914446,0.04171553407324192,0.14478800783999135
2021-07-22,22,71,5707,5600,0.2505970782173755,0.451848599424373,248,203,678,669,0.0011559094932943055,0.003009809830842207,159,163,606,641,0.12924938755560422,0.27183839314459274,0.07042253521126761,0.2757201646090535,0.09882007189776872,0.09674288462379224,0.7085714285714285,0.6086956521739131,0.2137452711223203,0.20948802254579615,0.14915572232645402,0.17921935129191863,0.10884598114054782,0.1269558328381858,0.8861411813074038,1.0,0.00033232594449400933,0.07099395341985514,0.035382629499308,0.04405746101213867,0.17587050542016613
2021-07-23,6,44,5807,5695,0.13259513253673777,0.35983841452703325,199,190,481,477,0.0008040542668852207,0.0020901404219991746,191,155,428,456,0.06855895575183016,0.2265159177585356,0.014084507042253521,0.1646090534979424,0.1005694093362139,0.0984042320640056,0.5685714285714286,0.5697151424287856,0.15163934426229508,0.14936589948332551,0.17917448405253283,0.17042330951072018,0.07687471935339021,0.0903149138443256,0.467016773562898,0.9037252309870714,0.00023116696870923228,0.049301231672448854,0.01876833752255003,0.036711945284223384,0.12584619906428707
2021-07-24,18,64,5706,5620,0.22861635073724368,0.43304132040602733,245,177,652,651,0.0010549564373761903,0.00307344095443048,175,144,599,631,0.1184381671778647,0.26500430169257355,0.056338028169014086,0.24691358024691357,0.09880257852338427,0.09709264197962664,0.7,0.5307346326836582,0.2055485498108449,0.20385157350868952,0.16416510318949343,0.1583287520615723,0.10758868432869331,0.12497524262230145,0.8080690839893061,1.0,0.0003033017692863729,0.07249485390127021,0.03242300692549613,0.0429498444086938,0.16887606832203253
2021-07-25,10,55,5657,5655,0.16879289651760518,0.39528542982711734,232,212,522,561,0.0008728990296170913,0.00216661098390818,144,121,498,510,0.09347760508733058,0.2282632164647018,0.028169014084507043,0.20987654320987653,0.09794540317854612,0.09770471735233682,0.6628571428571428,0.6356821589205397,0.16456494325346785,0.1756693283231564,0.1350844277673546,0.13304013194062672,0.08944768747193534,0.10101010101010101,0.5955855552270282,0.9932759062238046,0.00025095995503823175,0.051104982678418204,0.02558993531682878,0.036995133923373884,0.14065083498733716
2021-07-26,12,62,5708,5640,0.1852993352907768,0.42590430020566766,218,215,586,606,0.0010960367482128074,0.0026206906476883324,173,144,570,572,0.1219410301563173,0.252201392600989,0.035211267605633804,0.23868312757201646,0.09883756527215318,0.09744239933546102,0.6228571428571429,0.6446776611694153,0.18474148802017654,0.18976045091592297,0.1622889305816135,0.1583287520615723,0.10237988325101033,0.11328976034858387,0.6542138374546803,1.0,0.0003151124284928981,0.06181559640855246,0.03338193218848904,0.040874848078633785,0.15280587208852286
2021-07-27,23,61,5699,5621,0.24845366659831808,0.41748457757936336,251,179,575,574,0.0009167053651839686,0.0025287656761494325,176,151,516,518,0.10258988122677873,0.25167705253422973,0.07394366197183098,0.2345679012345679,0.09868012490269311,0.09711012984741835,0.7171428571428572,0.5367316341829086,0.1812736443883985,0.17974009707217786,0.1651031894934334,0.16602528862012095,0.09268073641670409,0.10259457318280847,0.8785281193344984,1.0,0.00026355435098924536,0.059647314186639454,0.02808446389166456,0.04078986710232239,0.16007702732584145
2021-07-28,38,75,5634,5540,0.3285236422448791,0.4657750634588851,249,197,706,720,0.0012244958655697482,0.00345483565949645,175,157,659,703,0.1466717097176189,0.27824473356688884,0.1267605633802817,0.29218106995884774,0.09754305556770373,0.09569361255628907,0.7114285714285714,0.5907046476761619,0.22257250945775536,0.22545796148426492,0.16416510318949343,0.1726223199560198,0.11836551414458914,0.13923549217666864,1.0,1.0,0.0003520446431274939,0.08149100962133317,0.04015207237044692,0.04509575104218483,0.1873733244438533
2021-07-29,24,71,5640,5629,0.2617406588366134,0.4436112827593325,251,200,623,625,0.001006328093641371,0.002809788305862383,161,142,594,606,0.13195496171900123,0.26900367239783635,0.07746478873239436,0.2757201646090535,0.09764801581401045,0.09725003278975211,0.7171428571428572,0.5997001499250375,0.19640605296343,0.19571003601064663,0.15103189493433397,0.1561297416162727,0.10669061517736866,0.12002376708259062,0.9257214322960756,1.0,0.0002893210377891375,0.06627594144385847,0.03612329318845077,0.04359803143217463,0.1706978786746809
2021-07-30,44,77,5623,5583,0.33883361780189786,0.4703467492959426,242,189,668,712,0.0010793162830558915,0.0031598891265519104,157,146,593,646,0.13358123919792925,0.28743975279604944,0.14788732394366197,0.3004115226337449,0.09735062844947476,0.09644559087133302,0.6914285714285714,0.5667166416791605,0.21059268600252207,0.22295287302332864,0.1472795497185741,0.1605277625068719,0.10651100134710373,0.12794612794612795,1.0,1.0,0.0003103052663336749,0.07453395200040264,0.036568494319289574,0.046586008531233215,0.1822852242898082
2021-07-31,23,72,5610,5468,0.24615355102763303,0.44917133670001314,261,196,691,695,0.0011747731396269164,0.0034576193495882922,160,172,640,653,0.14316718233684914,0.27751736521422954,0.07394366197183098,0.27983539094650206,0.09712321458247689,0.09443448607528528,0.7457142857142857,0.5877061469265368,0.21784363177805802,0.21762956004383904,0.150093808630394,0.18911489829576691,0.11495285136955545,0.12933254109724698,0.8703584694973985,1.0,0.00033774927488488605,0.08155666997059857,0.039192691469468875,0.04497786481401799,0.17748704406929058
2021-08-01,33,70,5591,5572,0.30003187792501684,0.4538783713764033,254,224,654,634,0.001041079910940274,0.002510770686327957,163,158,590,624,0.1217861733057249,0.2686220021297932,0.10915492957746478,0.2716049382716049,0.0967908404691723,0.0962532243256241,0.7257142857142858,0.671664167916042,0.20617906683480455,0.19852826052919995,0.1529080675422139,0.1737218251786696,0.10597215985630894,0.12358882947118241,1.0,1.0,0.00029931224434444234,0.059222856981375055,0.03333953939519566,0.04353617327167241,0.1771140849981025
2021-08-02,14,48,5685,5625,0.17274642662441544,0.3632903716019857,258,187,480,486,0.0010006717307344405,0.002655897782925535,157,128,444,439,0.12155321912873061,0.21972088031373996,0.04225352112676056,0.18106995884773663,0.09843521766131078,0.09718008131858523,0.7371428571428571,0.56071964017991,0.15132408575031525,0.1521841240018788,0.1472795497185741,0.14073666849917538,0.0797485406376291,0.08694791047732224,0.6096278742325258,0.9124459958902162,0.0002876948238369626,0.06264604546000536,0.03327576709042277,0.03561065825174424,0.13289610448362033
2021-08-03,14,33,5669,5669,0.199780522617597,0.3031576044064408,191,152,319,304,0.0007283096692339093,0.0017370123906814466,122,118,317,291,0.07293982876433112,0.18426689602337207,0.04225352112676056,0.11934156378600823,0.09815532367115955,0.09794954750142089,0.5457142857142857,0.45577211394302847,0.10056746532156369,0.09519336151557851,0.11444652908067542,0.1297416162726773,0.05693758419398293,0.05763517528223411,0.7056487441147545,0.7605310924596429,0.00020939026811042354,0.04097181672080693,0.01996762217384599,0.02986455111607185,0.11272578345816045
2021-08-04,17,50,5680,5710,0.19635386273811978,0.37017392274114663,220,158,498,494,0.0009644122863206649,0.003015135815686009,149,153,428,478,0.1158528735849243,0.2182666920177152,0.0528169014084507,0.18930041152263374,0.09834775078938852,0.09866655008088139,0.6285714285714286,0.4737631184407796,0.15699873896595207,0.15468921246281508,0.1397748592870544,0.16822429906542055,0.07687471935339021,0.09467221231927114,0.6934777855407774,0.9298360821166576,0.00027727017192300175,0.07111958020067069,0.03171527060986684,0.03537497467734075,0.13911197062240988
2021-08-05,6,29,5653,5690,0.07652422850345587,0.28593145873235054,195,156,357,336,0.0007636043968736371,0.001972323449404672,126,136,322,336,0.07141040977957147,0.17593704628107742,0.014084507042253521,0.102880658436214,0.09787542968100832,0.098316792725047,0.5571428571428572,0.46776611694152925,0.11254728877679697,0.10521371535932363,0.11819887429643527,0.14953271028037382,0.05783565334530759,0.06654783125371361,0.2678617146433534,0.7170122527553181,0.00021953756231172218,0.04652222132477451,0.019548936512657246,0.02851451359557005,0.0958516410924194
2021-08-06,14,43,5693,5703,0.19922759644850907,0.34683530877412383,1,169,409,446,0.8969542105330954,0.0025134313244011435,1,5,394,405,1.0721179206907026,1.0878767870551334,0.04225352112676056,0.16049382716049382,0.0985751646563864,0.09854413500633935,0.002857142857142857,0.5067466266866567,0.1289407313997478,0.13965868169719745,0.0009380863039399625,0.005497526113249038,0.07076784912438258,0.08021390374331551,0.7036848370638267,0.8708751619335867,0.25787586044800753,0.059285614838532445,0.2934973378581614,0.1763146425979586,0.15481273953402389
2021-08-07,12,48,5776,5674,0.1866412027380698,0.3650609601158627,216,146,447,447,0.0010754926811096987,0.003008500070171871,144,149,424,430,0.10988732530262368,0.21243977675150763,0.035211267605633804,0.18106995884773663,0.1000271147302959,0.09803698684037948,0.6171428571428571,0.43778110944527737,0.1409205548549811,0.13997181775481446,0.1350844277673546,0.16382627817482134,0.07615626403233049,0.08516537928302634,0.658979940215735,0.916919077633257,0.0003092059742736052,0.07096305941217791,0.03008217362871427,0.03443059338817743,0.13088884598266304
2021-08-08,14,30,5681,5687,0.1851072489559072,0.297185165570638,163,164,324,310,0.0007156351530912472,0.0018065009481905514,166,120,320,312,0.062026757009026746,0.19812432655960557,0.04225352112676056,0.10699588477366255,0.09836524416377297,0.09826432912167184,0.4657142857142857,0.4917541229385307,0.1021437578814628,0.09707217786128072,0.15572232645403378,0.1319406267179769,0.057476425684777725,0.061794414735591205,0.6535315769133505,0.7454427718766978,0.0002057463231713518,0.04261087954944879,0.016980117305003345,0.03211045611321398,0.1111307646777216
2021-08-09,6,44,5695,5689,0.1274112262112945,0.3602985715761624,221,179,482,475,0.0010700992562378334,0.002721777706358417,172,156,430,453,0.10705753910497345,0.2173013338684126,0.014084507042253521,0.1646090534979424,0.09861015140515529,0.09829930485725528,0.6314285714285715,0.5367316341829086,0.15195460277427492,0.14873962736809143,0.16135084427767354,0.17152281473336997,0.07723394701392007,0.08972073677956031,0.4486043511581468,0.9048877371703313,0.0003076553554535348,0.06419998955559923,0.0293075063092994,0.035218516906480445,0.12452197019936176
2021-08-10,4,29,5765,5688,0.10628622427659258,0.2858465658863394,178,146,306,295,0.0007888972969444037,0.0018289770895302093,160,134,309,290,0.05551145927949859,0.18022708981759505,0.007042253521126761,0.102880658436214,0.09983468761206693,0.09828181698946356,0.5085714285714286,0.43778110944527737,0.09646910466582598,0.09237513699702521,0.150093808630394,0.14733369983507422,0.05550067355186349,0.057437116260645675,0.3735716567952411,0.716797785849749,0.00022680931408274946,0.04314103601148654,0.015196523819561086,0.029209810619894236,0.094891852876759
2021-08-11,17,44,5655,5636,0.1934402594872649,0.3581779404148563,219,185,469,475,0.0011364416262790566,0.002726313082550356,151,145,440,455,0.1212036226444119,0.22323525561273025,0.0528169014084507,0.1646090534979424,0.09791041642977723,0.09737244786429415,0.6257142857142857,0.5547226386806596,0.1478562421185372,0.14873962736809143,0.14165103189493433,0.1594282572842221,0.07903008531656938,0.09011685482273718,0.6831291236617437,0.8995303339922259,0.00032672889962963335,0.06430696783801847,0.03318006340383015,0.03618024097670881,0.13519231305307683
2021-08-12,10,32,5685,5710,0.16836653916040337,0.3069143145683425,208,171,337,356,0.0007749690147590007,0.001983115248577602,158,130,315,301,0.0683622678375948,0.1901899953739683,0.028169014084507043,0.11522633744855967,0.09843521766131078,0.09866655008088139,0.5942857142857143,0.512743628185907,0.1062421185372005,0.11147643651166432,0.14821763602251406,0.14293567894447498,0.05657835653345308,0.059615765498118437,0.5940712007492779,0.7700217626562447,0.00022280490927485105,0.04677677311736569,0.018714493278271602,0.03082452117655964,0.11120015810804267
2021-08-13,24,30,1597,1531,0.49586375807420874,0.5581820185909113,79,61,267,256,0.001526023881456925,0.00470574723130755,57,49,251,253,0.15217499689292038,0.3248807664847353,0.07746478873239436,0.10699588477366255,0.026922303177671456,0.02558475057928562,0.2257142857142857,0.18290854572713644,0.08417402269861286,0.08016283074996086,0.05347091932457786,0.05387575590984057,0.04508307139649753,0.05010893246187364,1.0,1.0,0.0004387344603254892,0.11099691293505347,0.04165862319312077,0.05265415799960804,0.09806849318938618
2021-08-13,8,24,4118,4061,0.15584615045602151,0.3136505644086226,141,135,276,284,0.0009097502568546732,0.002350472511541898,118,86,245,255,0.09811669234365052,0.19406737483325961,0.02112676056338028,0.0823045267489712,0.07102310000087467,0.06982905609233594,0.40285714285714286,0.4047976011994003,0.08701134930643127,0.08893064036323782,0.11069418386491557,0.09455744914788346,0.04400538841490795,0.050505050505050504,0.549600743332777,0.7870397179524411,0.00026155474552013206,0.055441820373203415,0.02685990733534,0.031452936803877334,0.0907119429984362
2021-08-14,22,49,5690,5727,0.24696464543921914,0.37390373818348643,216,161,422,443,0.0009095762166703657,0.002572220605336892,143,127,407,422,0.11148362552427832,0.21829155597629327,0.07042253521126761,0.18518518518518517,0.09852268453323304,0.09896384383334061,0.6171428571428571,0.4827586206896552,0.1330390920554855,0.13871927352434632,0.13414634146341464,0.13963716327652556,0.07310282891782667,0.08358090711031887,0.8732393496635692,0.9392588075151801,0.0002615047086712564,0.06067230825336902,0.030519168343974876,0.03537900443514276,0.1388460315338482
2021-08-15,30,50,5644,5736,0.2723895486689543,0.3710830057083744,219,174,441,432,0.0010102056938807286,0.0027399008723018674,151,131,393,425,0.10746558339126862,0.22791997483106421,0.09859154929577464,0.18930041152263374,0.09771798931154825,0.09912123464346609,0.6257142857142857,0.5217391304347826,0.13902900378310215,0.13527477689055895,0.14165103189493433,0.1440351841671248,0.07058823529411765,0.08417508417508418,0.9635446191797535,0.9321327209978798,0.00029043585445029504,0.06462747011786771,0.029419210357375294,0.0369395039782554,0.14397804108861434
2021-08-16,14,48,5727,5684,0.20009380600713933,0.3751961646157372,237,187,459,457,0.0010740941856978569,0.0025153965851894187,152,150,440,434,0.12642315196156595,0.2195255460144098,0.04225352112676056,0.18106995884773663,0.09916993938545776,0.09821186551829668,0.6771428571428572,0.56071964017991,0.14470365699873897,0.14310317833098482,0.1425891181988743,0.16492578339747113,0.07903008531656938,0.08595761536938007,0.7067614775899592,0.9425238965141285,0.0003088039044651063,0.05933197046918756,0.034608934174379734,0.035578999981631915,0.13486640899832408
2021-08-17,16,41,5716,5674,0.2013476023900298,0.3393608986152511,219,196,391,387,0.0009170896987604521,0.00200591645590371,140,145,356,373,0.08614339120774792,0.2094373516448777,0.04929577464788732,0.1522633744855967,0.09897751226722878,0.09803698684037948,0.6257142857142857,0.5877061469265368,0.12326607818411098,0.12118365429779239,0.13133208255159476,0.1594282572842221,0.06394252357431522,0.07387601505248564,0.7112147657402528,0.8519923738890384,0.00026366484754589326,0.04731459708027473,0.02358215967256652,0.03394398358465768,0.12426842671000332
2021-08-18,21,52,5724,5658,0.219140976297075,0.3816821724205851,225,185,489,482,0.0010874641454855123,0.0027343580776913005,156,147,435,454,0.12664708530463983,0.22408900700910875,0.06690140845070422,0.19753086419753085,0.0991174592623044,0.09775718095571198,0.6428571428571429,0.5547226386806596,0.15416141235813366,0.15093157977141067,0.14634146341463414,0.1616272677295217,0.07813201616524472,0.08991879580114874,0.7744140397653636,0.9589096591403395,0.0003126477906344435,0.06449672933206588,0.034670236983316574,0.03631861038959744,0.14184040817719062
2021-08-19,14,33,5721,5695,0.183888805794966,0.3052529394140352,182,172,353,365,0.0008147972673283595,0.0019571160101921974,131,144,323,339,0.0791784694884116,0.19879925409157617,0.04225352112676056,0.11934156378600823,0.09906497913915105,0.0984042320640056,0.52,0.5157421289355323,0.11128625472887768,0.11429466103021763,0.12288930581613508,0.1583287520615723,0.05801526717557252,0.06714200831847891,0.6492038578638534,0.7658245893362841,0.0002342555996009042,0.04616351552880613,0.021675479499084535,0.03221984313938727,0.11626142745761679
2021-08-20,18,49,5628,5654,0.21622574156372434,0.3739854457682155,222,187,483,490,0.0010977947504853083,0.0026447830162522334,164,140,442,469,0.11654673242536008,0.2247664600758305,0.056338028169014086,0.18518518518518517,0.09743809532139702,0.0976872294845451,0.6342857142857142,0.56071964017991,0.15226986128625472,0.15343666823234695,0.15384615384615385,0.15393073117097306,0.07938931297709924,0.09288968112497524,0.7640595831163298,0.9394652274160522,0.00031561785713503723,0.062383875664627914,0.03190521774029635,0.036428406734879584,0.14115726386463834
