date,p_degrading
2025-12-16,0.9999999999393192
2025-12-17,0.9999999999751161
2025-12-18,0.9999999999897957
2025-12-19,0.9999999999958153
2025-12-20,0.999999999998284
2025-12-21,0.9999999999992963
2025-12-22,0.9999999999997113
