load_bucket,from_state,to_state,prob,count
unknown,STABLE,STABLE,0.9781312127236581,984
unknown,STABLE,DEGRADING,0.008946322067594433,9
unknown,STABLE,REST,0.012922465208747515,13
unknown,DEGRADING,STABLE,0.019417475728155338,4
unknown,DEGRADING,DEGRADING,0.9174757281553398,189
unknown,DEGRADING,REST,0.06310679611650485,13
unknown,REST,STABLE,0.007553503986571549,18
unknown,REST,DEGRADING,0.0037767519932857744,9
unknown,REST,REST,0.9886697440201426,2356
