axis,error_code,start_time,end_time,duration_sec,log_entries
Lower/Y north,7901.0,2025-07-09 06:15:42.866,2025-07-09 06:16:07.269,24.403,3
Lower/Y north,7490.0,2025-07-09 06:25:57.003,2025-07-09 06:26:09.059,12.056,2
Lower/Y north,7901.0,2025-07-09 07:27:14.201,2025-07-09 07:27:25.168,10.967,2
Lower/Y north,7490.0,2025-07-09 12:57:35.885,2025-07-09 12:57:58.365,22.48,2
Lower/Y north,7901.0,2025-07-09 14:02:45.907,2025-07-09 14:02:58.521,12.614,2
Lower/Y north,7901.0,2025-07-10 09:47:52.196,2025-07-10 09:48:04.532,12.336,2
Lower/Y north,7901.0,2025-07-11 05:56:11.658,2025-07-11 05:56:23.727,12.069,2
Lower/Y north,7490.0,2025-07-12 06:05:15.876,2025-07-12 06:05:27.937,12.061,2
Lower/Y north,7490.0,2025-07-12 06:05:50.967,2025-07-12 06:06:02.763,11.796,2
Lower/Y north,7490.0,2025-07-12 08:17:23.024,2025-07-12 08:17:50.716,27.692,3
Lower/Y north,7490.0,2025-07-12 08:18:14.842,2025-07-12 08:18:40.896,26.054,3
Lower/Y north,7901.0,2025-07-12 13:33:10.901,2025-07-12 13:33:22.969,12.068,2
Lower/Y north,7490.0,2025-07-13 01:08:15.663,2025-07-13 01:08:29.924,14.261,2
Lower/Y north,7490.0,2025-07-13 08:19:51.192,2025-07-13 08:20:10.389,19.197,2
Lower/Y north,7901.0,2025-07-13 08:20:24.369,2025-07-13 08:21:24.135,59.766,2
Lower/Y north,7901.0,2025-07-13 08:22:26.649,2025-07-13 08:23:09.693,43.044,2
Lower/Y north,7490.0,2025-07-13 13:16:37.808,2025-07-13 13:17:05.227,27.419,2
Lower/Y north,7490.0,2025-09-11 01:36:06.645,2025-09-11 01:36:32.692,26.047,2
Lower/Y north,7490.0,2025-09-11 05:06:55.769,2025-09-11 05:07:24.283,28.514,3
Lower/Y north,7490.0,2025-09-11 05:56:07.567,2025-09-11 05:56:22.097,14.53,2
Lower/Y north,7490.0,2025-09-11 21:01:07.798,2025-09-11 21:01:31.648,23.85,3
Lower/Y north,7901.0,2025-09-11 21:01:43.442,2025-09-11 21:02:52.523,69.081,7
Lower/Y north,7901.0,2025-09-12 12:10:05.843,2025-09-12 12:10:17.087,11.244,2
Lower/Y north,7901.0,2025-09-12 13:18:46.371,2025-09-12 13:19:09.104,22.733,3
Lower/Y north,7901.0,2025-09-13 01:15:23.375,2025-09-13 01:15:34.341,10.966,2
Lower/Y north,7490.0,2025-09-13 07:32:25.781,2025-09-13 07:32:38.120,12.339,2
Lower/Y north,7490.0,2025-09-13 11:52:08.651,2025-09-13 11:52:20.983,12.332,2
Lower/Y north,7490.0,2025-09-13 11:55:37.857,2025-09-13 11:56:01.675,23.818,3
Lower/Y north,7901.0,2025-09-13 11:56:12.915,2025-09-13 11:56:59.243,46.328,5
Lower/Y north,7901.0,2025-09-13 11:57:22.550,2025-09-13 11:58:08.330,45.78,5
Lower/Y north,7490.0,2025-09-14 06:35:09.203,2025-09-14 06:35:21.818,12.615,2
Lower/Y north,7490.0,2025-09-14 13:00:06.087,2025-09-14 13:00:32.683,26.596,3
Lower/Y north,7901.0,2025-09-14 17:04:36.820,2025-09-14 17:04:50.524,13.704,2
Lower/Y north,7490.0,2025-09-14 18:52:30.918,2025-09-14 18:52:43.252,12.334,2
Lower/Y north,7901.0,2025-09-14 21:10:24.047,2025-09-14 21:10:35.830,11.783,2
Lower/Y north,7901.0,2025-09-15 06:58:32.030,2025-09-15 06:58:43.273,11.243,2
Lower/Y north,7490.0,2025-09-15 07:01:48.879,2025-09-15 07:02:02.037,13.158,2
Lower/Y north,7901.0,2025-09-15 07:09:26.706,2025-09-15 07:09:48.092,21.386,2
Lower/Y north,7490.0,2025-09-16 03:38:36.545,2025-09-16 03:39:14.927,38.382,3
Lower/Y north,7901.0,2025-09-16 03:39:50.845,2025-09-16 03:40:02.907,12.062,2
Lower/Y north,7490.0,2025-09-16 05:19:36.950,2025-09-16 05:19:49.010,12.06,2
Lower/Y north,7901.0,2025-09-16 09:09:37.684,2025-09-16 09:09:48.928,11.244,2
Lower/Y north,7901.0,2025-09-16 12:37:02.636,2025-09-16 12:37:14.972,12.336,2
Lower/Y north,7490.0,2025-09-22 17:38:04.327,2025-09-22 17:38:15.840,11.513,2
Lower/Y north,7901.0,2025-09-23 05:39:36.673,2025-09-23 05:39:48.192,11.519,2
Lower/Y north,7901.0,2025-09-23 09:10:53.892,2025-09-23 09:11:47.630,53.738,2
Lower/Y north,7901.0,2025-09-23 18:06:31.055,2025-09-23 18:06:53.536,22.481,2
Lower/Y north,7490.0,2025-09-26 05:04:55.800,2025-09-26 05:05:14.433,18.633,2
Lower/Y north,7490.0,2025-09-26 05:26:26.521,2025-09-26 05:26:38.312,11.791,2
Lower/Y north,7490.0,2025-09-26 05:51:34.735,2025-09-26 05:52:15.584,40.849,2
Lower/Y north,7901.0,2025-09-26 05:53:10.420,2025-09-26 05:53:30.988,20.568,2
Lower/Y north,7490.0,2025-09-26 06:09:24.812,2025-09-26 06:09:37.149,12.337,2
Lower/Y north,7901.0,2025-09-26 06:09:48.665,2025-09-26 06:10:32.803,44.138,5
Lower/Y north,7901.0,2025-09-26 06:10:55.557,2025-09-26 06:12:13.694,78.137,8
Lower/Y north,7901.0,2025-09-26 06:12:36.718,2025-09-26 06:13:10.167,33.449,4
Lower/Y north,7901.0,2025-09-26 07:53:48.638,2025-09-26 07:56:13.938,145.3,8
Lower/Y north,7490.0,2025-09-30 09:37:46.713,2025-09-30 09:37:59.324,12.611,2
Lower/Y north,7490.0,2025-09-30 10:26:17.243,2025-09-30 10:26:42.466,25.223,3
Lower/Y north,7490.0,2025-09-30 10:33:57.294,2025-09-30 10:34:09.355,12.061,2
Lower/Y north,7901.0,2025-09-30 10:34:45.268,2025-09-30 10:35:09.394,24.126,3
Lower/Y north,7901.0,2025-09-30 10:35:33.248,2025-09-30 10:35:45.314,12.066,2
Lower/Y north,7490.0,2025-09-30 10:35:57.100,2025-09-30 10:36:21.232,24.132,3
Lower/Y north,7901.0,2025-09-30 10:36:33.297,2025-09-30 10:36:45.084,11.787,2
Lower/Y north,7490.0,2025-09-30 10:36:57.145,2025-09-30 10:38:09.252,72.107,7
Lower/Y north,7901.0,2025-09-30 10:38:21.311,2025-09-30 10:38:45.440,24.129,3
Lower/Y north,7490.0,2025-09-30 10:38:57.222,2025-09-30 10:39:33.412,36.19,4
Lower/Y north,7901.0,2025-09-30 10:39:45.201,2025-09-30 10:39:57.536,12.335,2
Lower/Y north,7490.0,2025-09-30 12:03:06.273,2025-09-30 12:03:18.334,12.061,2
Lower/Y north,7901.0,2025-09-30 12:03:30.128,2025-09-30 12:03:42.185,12.057,2
Lower/Y north,7490.0,2025-09-30 12:03:54.251,2025-09-30 12:04:30.166,35.915,4
Lower/Y north,7490.0,2025-09-30 12:04:54.290,2025-09-30 12:05:18.413,24.123,3
Lower/Y north,7901.0,2025-09-30 12:05:30.474,2025-09-30 12:05:42.270,11.796,2
Lower/Y north,7490.0,2025-09-30 12:05:54.331,2025-09-30 12:06:06.393,12.062,2
Lower/Y north,7490.0,2025-09-30 12:06:30.243,2025-09-30 12:06:54.101,23.858,3
Lower/Y north,7901.0,2025-09-30 12:08:18.266,2025-09-30 12:08:30.328,12.062,2
Lower/Y north,7490.0,2025-09-30 12:09:30.105,2025-09-30 12:09:42.439,12.334,2
Lower/Y north,7452.0,2025-09-30 12:10:45.225,2025-09-30 12:10:57.286,12.061,2
Lower/Y north,7490.0,2025-09-30 12:11:45.262,2025-09-30 12:12:21.182,35.92,4
Lower/Y north,7490.0,2025-09-30 12:12:45.305,2025-09-30 12:13:45.074,59.769,6
Lower/Y north,7490.0,2025-09-30 12:14:09.201,2025-09-30 12:14:21.261,12.06,2
Lower/Y north,7452.0,2025-09-30 12:33:00.684,2025-09-30 12:33:37.145,36.461,4
Lower/Y north,7490.0,2025-09-30 12:34:01.279,2025-09-30 12:35:35.908,94.629,5
Lower/Y north,7901.0,2025-09-30 12:36:12.330,2025-09-30 12:36:24.120,11.79,2
Lower/Y north,7490.0,2025-09-30 12:36:36.184,2025-09-30 12:36:48.248,12.064,2
Lower/Y north,7490.0,2025-09-30 12:37:12.103,2025-09-30 12:37:36.228,24.125,3
Lower/Y north,7901.0,2025-09-30 12:37:48.288,2025-09-30 12:38:12.144,23.856,3
Lower/Y north,7452.0,2025-09-30 13:29:12.651,2025-09-30 13:30:13.241,60.59,6
Lower/Y north,7901.0,2025-09-30 13:30:37.094,2025-09-30 13:30:49.154,12.06,2
Lower/Y north,7901.0,2025-09-30 14:34:59.525,2025-09-30 14:35:38.185,38.66,3
Lower/Y north,7901.0,2025-09-30 15:04:38.894,2025-09-30 15:04:50.920,12.026,2
Lower/Y north,7490.0,2025-09-30 15:05:27.118,2025-09-30 15:05:39.452,12.334,2
Lower/Y north,7901.0,2025-09-30 15:05:51.236,2025-09-30 15:06:16.464,25.228,3
Lower/Y north,7490.0,2025-09-30 15:06:28.254,2025-09-30 15:06:40.318,12.064,2
Lower/Y north,7901.0,2025-09-30 15:06:52.658,2025-09-30 15:07:18.155,25.497,3
Lower/Y north,7490.0,2025-09-30 15:07:30.217,2025-09-30 15:07:42.278,12.061,2
Lower/Y north,7490.0,2025-09-30 15:08:06.131,2025-09-30 15:08:30.255,24.124,3
Lower/Y north,7901.0,2025-09-30 15:08:42.317,2025-09-30 15:09:18.234,35.917,4
Lower/Y north,7490.0,2025-09-30 15:09:30.295,2025-09-30 15:09:42.087,11.792,2
Lower/Y north,7901.0,2025-09-30 15:09:54.427,2025-09-30 15:10:18.276,23.849,3
Lower/Y north,7490.0,2025-09-30 16:16:10.903,2025-09-30 16:16:22.965,12.062,2
Lower/Y north,7901.0,2025-09-30 16:16:34.750,2025-09-30 16:16:46.540,11.79,2
Lower/Y north,7490.0,2025-09-30 16:16:58.334,2025-09-30 16:17:22.461,24.127,3
Lower/Y north,7901.0,2025-09-30 16:17:34.243,2025-09-30 16:17:46.307,12.064,2
Lower/Y north,7901.0,2025-09-30 16:18:10.159,2025-09-30 16:18:22.229,12.07,2
Lower/Y north,7490.0,2025-09-30 16:18:34.286,2025-09-30 16:20:46.166,131.88,12
Lower/Y north,7490.0,2025-09-30 17:00:46.177,2025-09-30 17:00:58.789,12.612,2
Lower/Y north,7490.0,2025-09-30 17:02:10.072,2025-09-30 17:02:22.137,12.065,2
Lower/Y north,7901.0,2025-09-30 17:02:58.326,2025-09-30 17:03:10.113,11.787,2
Lower/Y north,7490.0,2025-09-30 17:03:22.179,2025-09-30 17:03:58.098,35.919,4
Lower/Y north,7490.0,2025-09-30 17:04:22.218,2025-09-30 17:04:34.558,12.34,2
Lower/Y north,7490.0,2025-09-30 17:09:31.200,2025-09-30 17:09:55.325,24.125,3
Lower/Y north,7901.0,2025-09-30 17:10:07.119,2025-09-30 17:10:19.181,12.062,2
Lower/Y north,7490.0,2025-09-30 17:10:31.250,2025-09-30 17:10:55.094,23.844,3
Lower/Y north,7901.0,2025-09-30 17:11:07.165,2025-09-30 17:11:31.295,24.13,3
Lower/Y north,7490.0,2025-09-30 17:11:43.355,2025-09-30 17:11:55.139,11.784,2
Lower/Y north,7452.0,2025-09-30 17:21:41.296,2025-09-30 17:22:29.281,47.985,5
Lower/Y north,7490.0,2025-09-30 17:22:41.066,2025-09-30 17:23:41.109,60.043,6
Lower/Y north,7490.0,2025-09-30 17:24:05.237,2025-09-30 17:24:53.220,47.983,5
Lower/Y north,7490.0,2025-09-30 17:25:17.071,2025-09-30 17:25:29.130,12.059,2
Lower/Y north,7490.0,2025-09-30 17:25:53.260,2025-09-30 17:26:05.324,12.064,2
Lower/Y north,7452.0,2025-09-30 18:01:59.169,2025-09-30 18:03:23.334,84.165,8
Lower/Y north,7490.0,2025-09-30 18:03:35.126,2025-09-30 18:03:47.190,12.064,2
Lower/Y north,7901.0,2025-09-30 18:03:59.254,2025-09-30 18:04:11.309,12.055,2
Lower/Y north,7901.0,2025-09-30 18:04:59.290,2025-09-30 18:05:35.206,35.916,4
Lower/Y north,7490.0,2025-09-30 18:05:47.265,2025-09-30 18:05:59.331,12.066,2
Lower/Y north,7901.0,2025-09-30 18:06:11.125,2025-09-30 18:06:23.188,12.063,2
Lower/Y north,7490.0,2025-09-30 18:06:59.097,2025-09-30 18:07:11.163,12.066,2
Lower/Y north,7901.0,2025-09-30 18:07:23.232,2025-09-30 18:07:35.296,12.064,2
Lower/Y north,7901.0,2025-09-30 18:07:59.145,2025-09-30 18:08:23.267,24.122,3
Lower/Y north,7490.0,2025-09-30 18:08:35.338,2025-09-30 18:08:47.394,12.056,2
Lower/Y north,7490.0,2025-09-30 18:09:35.376,2025-09-30 18:09:47.445,12.069,2
Lower/Y north,7490.0,2025-09-30 18:10:35.139,2025-09-30 18:11:59.310,84.171,8
Lower/Y north,7901.0,2025-09-30 18:12:35.229,2025-09-30 18:12:47.290,12.061,2
Lower/Y north,7490.0,2025-09-30 18:12:59.079,2025-09-30 18:13:11.423,12.344,2
Lower/Y north,7901.0,2025-09-30 18:13:23.210,2025-09-30 18:13:47.059,23.849,3
Lower/Y north,7490.0,2025-09-30 18:14:23.249,2025-09-30 18:14:35.313,12.064,2
Lower/Y north,7490.0,2025-09-30 18:31:15.744,2025-09-30 18:31:40.147,24.403,3
Lower/Y north,7490.0,2025-09-30 18:32:04.269,2025-09-30 18:32:16.335,12.066,2
Lower/Y north,7901.0,2025-09-30 18:32:28.125,2025-09-30 18:32:40.187,12.062,2
Lower/Y north,7901.0,2025-09-30 18:33:04.314,2025-09-30 18:33:16.104,11.79,2
Lower/Y north,7490.0,2025-09-30 18:33:28.167,2025-09-30 18:34:40.272,72.105,7
Lower/Y north,7490.0,2025-09-30 18:36:44.192,2025-09-30 18:37:08.319,24.127,3
Lower/Y north,7901.0,2025-09-30 18:37:20.382,2025-09-30 18:37:32.449,12.067,2
Lower/Y north,7901.0,2025-09-30 19:24:42.114,2025-09-30 19:25:13.919,31.805,3
Lower/Y north,7901.0,2025-10-01 00:28:56.812,2025-10-01 00:29:20.660,23.848,2
Lower/Y north,7490.0,2025-10-01 00:57:46.712,2025-10-01 00:58:01.245,14.533,2
Lower/Y north,7901.0,2025-10-01 09:26:14.662,2025-10-01 09:26:25.629,10.967,2
Lower/Y north,7901.0,2025-10-01 10:00:03.851,2025-10-01 10:00:14.808,10.957,2
Lower/Y north,7452.0,2025-10-01 10:00:27.144,2025-10-01 10:01:27.181,60.037,6
Lower/Y north,7901.0,2025-10-01 10:01:38.697,2025-10-01 10:03:03.961,85.264,8
Lower/Y north,7901.0,2025-10-01 10:03:27.534,2025-10-01 10:03:49.738,22.204,3
Lower/Y north,7490.0,2025-10-01 10:13:34.206,2025-10-01 10:14:00.249,26.043,3
Lower/Y north,7490.0,2025-10-01 10:18:17.935,2025-10-01 10:18:30.276,12.341,2
Lower/Y north,7901.0,2025-10-01 10:18:42.333,2025-10-01 10:18:54.940,12.607,2
Lower/Y north,7490.0,2025-10-01 10:19:07.553,2025-10-01 10:19:31.129,23.576,3
Lower/Y north,7901.0,2025-10-01 10:19:43.190,2025-10-01 10:20:12.799,29.609,3
Lower/Y north,7490.0,2025-10-01 12:41:36.139,2025-10-01 12:41:48.201,12.062,2
Lower/Y north,7901.0,2025-10-01 13:13:40.079,2025-10-01 13:14:04.202,24.123,3
Lower/Y north,7901.0,2025-10-01 14:08:20.184,2025-10-01 14:08:32.243,12.059,2
Lower/Y north,7490.0,2025-10-01 14:33:28.515,2025-10-01 14:33:51.820,23.305,3
Lower/Y north,7901.0,2025-10-01 14:58:53.598,2025-10-01 14:59:26.767,33.169,4
Lower/Y north,7452.0,2025-10-01 15:00:01.036,2025-10-01 15:07:58.862,477.826,41
Lower/Y north,7490.0,2025-10-01 16:41:32.465,2025-10-01 16:42:02.069,29.604,3
Lower/Y north,7901.0,2025-10-01 16:42:14.135,2025-10-01 16:42:30.037,15.902,2
Lower/Y north,7490.0,2025-10-01 21:14:11.031,2025-10-01 21:14:23.094,12.063,2
Lower/Y north,7901.0,2025-10-01 21:42:01.652,2025-10-01 21:42:12.614,10.962,2
Lower/Y north,7452.0,2025-10-01 21:42:36.190,2025-10-01 21:43:12.103,35.913,4
Lower/Y north,7412.0,2025-10-01 21:43:48.287,2025-10-01 21:44:00.078,11.791,2
Lower/Y north,7452.0,2025-10-01 21:44:12.138,2025-10-01 22:23:44.841,2372.703,209
Lower/Y north,7901.0,2025-10-01 22:24:44.055,2025-10-01 22:24:55.569,11.514,2
Lower/Y north,7490.0,2025-10-01 22:25:07.083,2025-10-01 22:25:43.273,36.19,4
Lower/Y north,7490.0,2025-10-01 22:26:07.119,2025-10-01 22:26:19.456,12.337,2
Lower/Y north,7901.0,2025-10-01 22:30:14.666,2025-10-01 22:30:48.662,33.996,4
Lower/Y north,7490.0,2025-10-02 00:44:10.341,2025-10-02 00:44:22.396,12.055,2
Lower/Y north,7490.0,2025-10-02 00:44:45.978,2025-10-02 00:44:58.038,12.06,2
Lower/Y north,7901.0,2025-10-02 00:45:09.281,2025-10-02 00:45:20.527,11.246,2
Lower/Y north,7490.0,2025-10-02 00:45:32.037,2025-10-02 00:45:43.830,11.793,2
Lower/Y north,7901.0,2025-10-02 00:45:55.342,2025-10-02 00:46:17.551,22.209,3
Lower/Y north,7490.0,2025-10-02 00:46:29.063,2025-10-02 00:46:40.852,11.789,2
Lower/Y north,7901.0,2025-10-02 00:46:52.368,2025-10-02 00:47:14.570,22.202,3
Lower/Y north,7901.0,2025-10-02 00:47:37.326,2025-10-02 00:47:48.565,11.239,2
Lower/Y north,7901.0,2025-10-02 00:48:35.447,2025-10-02 00:49:33.289,57.842,6
Lower/Y north,7901.0,2025-10-02 00:49:57.144,2025-10-02 00:50:09.206,12.062,2
Lower/Y north,7901.0,2025-10-02 00:50:32.509,2025-10-02 00:50:55.535,23.026,3
Lower/Y north,7490.0,2025-10-02 00:51:07.053,2025-10-02 00:51:32.265,25.212,3
Lower/Y north,7901.0,2025-10-02 00:57:09.188,2025-10-02 00:57:21.253,12.065,2
Lower/Y north,7901.0,2025-10-02 00:58:07.313,2025-10-02 00:58:53.647,46.334,5
Lower/Y north,7901.0,2025-10-02 00:59:16.674,2025-10-02 01:01:00.582,103.908,10
Lower/Y north,7901.0,2025-10-02 01:01:24.166,2025-10-02 01:01:46.916,22.75,3
Lower/Y north,7901.0,2025-10-02 01:02:10.492,2025-10-02 01:02:21.456,10.964,2
Lower/Y north,7490.0,2025-10-02 01:02:33.523,2025-10-02 01:02:45.036,11.513,2
Lower/Y north,7901.0,2025-10-02 01:02:56.277,2025-10-02 01:03:31.098,34.821,4
Lower/Y north,7901.0,2025-10-02 01:03:54.405,2025-10-02 01:04:06.468,12.063,2
Lower/Y north,7490.0,2025-10-02 01:04:41.561,2025-10-02 01:05:04.867,23.306,3
Lower/Y north,7901.0,2025-10-02 01:07:11.815,2025-10-02 01:07:44.991,33.176,2
Lower/Y north,7901.0,2025-10-02 01:09:20.400,2025-10-02 01:09:31.922,11.522,2
Lower/Y north,7901.0,2025-10-02 02:13:01.748,2025-10-02 02:13:36.840,35.092,2
Lower/Y north,7490.0,2025-10-02 06:38:28.387,2025-10-02 06:38:43.196,14.809,2
Lower/Y north,7412.0,2025-10-02 06:46:01.016,2025-10-02 06:46:48.989,47.973,5
Lower/Y north,7412.0,2025-10-02 06:47:24.902,2025-10-02 06:48:00.819,35.917,4
Lower/Y north,7490.0,2025-10-02 06:48:12.879,2025-10-02 06:48:49.069,36.19,4
Lower/Y north,7901.0,2025-10-02 06:49:00.869,2025-10-02 06:49:12.929,12.06,2
Lower/Y north,7452.0,2025-10-02 06:49:25.001,2025-10-02 06:50:00.910,35.909,4
Lower/Y north,7490.0,2025-10-02 06:50:36.826,2025-10-02 06:50:48.888,12.062,2
Lower/Y north,7490.0,2025-10-02 09:09:20.070,2025-10-02 09:09:57.086,37.016,4
Lower/Y north,7901.0,2025-10-02 11:44:37.871,2025-10-02 11:45:15.160,37.289,3
Lower/Y north,7452.0,2025-10-02 17:19:23.312,2025-10-02 17:20:58.722,95.41,9
Lower/Y north,7452.0,2025-10-02 20:04:14.160,2025-10-02 20:13:14.546,540.386,46
Lower/Y north,7452.0,2025-10-02 20:57:30.398,2025-10-02 21:00:54.649,204.251,18
Lower/Y north,7490.0,2025-10-03 00:08:57.427,2025-10-03 00:09:14.701,17.274,2
Lower/Y north,7490.0,2025-10-03 03:19:41.473,2025-10-03 03:20:05.852,24.379,3
Lower/Y north,7901.0,2025-10-03 03:20:42.036,2025-10-03 03:22:12.780,90.744,4
Lower/Y north,7901.0,2025-10-03 03:30:15.612,2025-10-03 03:30:47.687,32.075,2
Lower/Y north,7901.0,2025-10-03 05:03:30.503,2025-10-03 05:04:38.494,67.991,7
Lower/Y north,7452.0,2025-10-03 05:04:50.829,2025-10-03 05:05:14.955,24.126,3
Lower/Y north,7901.0,2025-10-03 05:05:26.470,2025-10-03 05:08:38.095,191.625,18
Lower/Y north,7901.0,2025-10-03 05:09:01.126,2025-10-03 05:09:44.988,43.862,5
Lower/Y north,7901.0,2025-10-03 05:10:08.291,2025-10-03 05:10:18.986,10.695,2
Lower/Y north,7452.0,2025-10-03 05:10:54.621,2025-10-03 05:11:06.685,12.064,2
Lower/Y north,7900.0,2025-10-03 05:11:18.751,2025-10-03 05:11:41.774,23.023,3
Lower/Y north,7452.0,2025-10-03 05:11:53.565,2025-10-03 05:12:40.715,47.15,5
Lower/Y north,7452.0,2025-10-03 05:13:04.567,2025-10-03 05:22:43.564,578.997,52
Lower/Y north,7900.0,2025-10-03 05:23:17.558,2025-10-03 05:23:28.524,10.966,2
Lower/Y north,7452.0,2025-10-03 05:23:39.766,2025-10-03 05:24:59.269,79.503,8
Lower/Y north,7452.0,2025-10-03 06:14:22.663,2025-10-03 06:15:19.415,56.752,3
Lower/Y north,7901.0,2025-10-06 03:38:57.233,2025-10-06 03:39:14.776,17.543,2
Lower/Y north,7490.0,2025-10-06 06:03:31.272,2025-10-06 06:03:42.515,11.243,2
Lower/Y north,7901.0,2025-10-06 06:03:54.859,2025-10-06 06:04:40.108,45.249,5
Lower/Y north,7490.0,2025-10-06 06:07:36.122,2025-10-06 06:07:47.913,11.791,2
Lower/Y north,7901.0,2025-10-06 06:08:23.822,2025-10-06 06:08:35.886,12.064,2
Lower/Y north,7490.0,2025-10-06 06:08:47.948,2025-10-06 06:09:23.861,35.913,4
Lower/Y north,7901.0,2025-10-06 06:09:35.919,2025-10-06 06:09:59.769,23.85,3
Lower/Y north,7901.0,2025-10-06 06:10:23.899,2025-10-06 06:10:35.957,12.058,2
Lower/Y north,7490.0,2025-10-06 06:10:47.744,2025-10-06 06:11:11.874,24.13,3
Lower/Y north,7901.0,2025-10-06 06:11:23.937,2025-10-06 06:11:47.782,23.845,3
Lower/Y north,7490.0,2025-10-06 06:11:59.850,2025-10-06 06:13:23.733,83.883,8
Lower/Y north,7490.0,2025-10-06 06:13:47.859,2025-10-06 06:13:59.920,12.061,2
Lower/Y north,7490.0,2025-10-06 06:14:46.803,2025-10-06 06:14:58.862,12.059,2
Lower/Y north,7901.0,2025-10-06 06:15:10.927,2025-10-06 06:15:22.987,12.06,2
Lower/Y north,7490.0,2025-10-06 06:15:34.775,2025-10-06 06:16:22.748,47.973,5
Lower/Y north,7490.0,2025-10-06 06:16:46.878,2025-10-06 06:18:22.853,95.975,9
Lower/Y north,7901.0,2025-10-06 07:36:57.001,2025-10-06 07:37:08.792,11.791,2
Lower/Y north,7901.0,2025-10-06 07:37:32.920,2025-10-06 07:37:44.980,12.06,2
Lower/Y north,7901.0,2025-10-06 07:41:54.753,2025-10-06 07:42:42.729,47.976,5
Lower/Y north,7490.0,2025-10-06 07:42:54.799,2025-10-06 07:43:06.863,12.064,2
Lower/Y north,7901.0,2025-10-06 07:43:18.923,2025-10-06 07:43:42.776,23.853,3
Lower/Y north,7490.0,2025-10-06 08:31:47.662,2025-10-06 08:32:13.434,25.772,2
Lower/Y north,7901.0,2025-10-06 09:01:21.664,2025-10-06 09:02:04.153,42.489,2
Lower/Y north,7452.0,2025-10-08 01:35:40.116,2025-10-08 01:37:39.931,119.815,11
Lower/Y north,7490.0,2025-10-09 21:59:07.271,2025-10-09 21:59:24.263,16.992,2
Lower/Y north,7901.0,2025-10-09 22:05:45.073,2025-10-09 22:06:09.469,24.396,3
Lower/Y north,7412.0,2025-10-14 08:59:57.866,2025-10-14 09:00:34.054,36.188,4
Lower/Y north,7452.0,2025-10-14 09:00:45.565,2025-10-14 09:07:56.790,431.225,37
Lower/Y north,7452.0,2025-10-14 09:08:20.919,2025-10-14 09:08:56.828,35.909,4
Lower/Y north,7452.0,2025-10-14 09:09:44.531,2025-10-14 09:11:27.879,103.348,10
Lower/Y north,7490.0,2025-10-14 09:13:15.894,2025-10-14 09:14:03.868,47.974,5
Lower/Y north,7901.0,2025-10-14 09:14:39.783,2025-10-14 09:14:51.840,12.057,2
Lower/Y north,7490.0,2025-10-14 09:15:03.907,2025-10-14 09:15:28.029,24.122,3
Lower/Y north,7901.0,2025-10-14 09:15:39.815,2025-10-14 09:15:51.878,12.063,2
Lower/Y north,7490.0,2025-10-14 09:16:27.791,2025-10-14 09:16:39.849,12.058,2
Lower/Y north,7901.0,2025-10-14 09:16:51.916,2025-10-14 09:17:03.980,12.064,2
Lower/Y north,7490.0,2025-10-14 09:55:03.267,2025-10-14 09:55:50.970,47.703,5
Lower/Y north,7490.0,2025-10-14 09:56:15.095,2025-10-14 09:56:38.946,23.851,3
Lower/Y north,7901.0,2025-10-14 09:57:14.859,2025-10-14 09:57:27.197,12.338,2
Lower/Y north,7901.0,2025-10-14 09:57:51.049,2025-10-14 09:58:03.111,12.062,2
Lower/Y north,7490.0,2025-10-14 09:58:14.897,2025-10-14 09:58:26.960,12.063,2
Lower/Y north,7901.0,2025-10-14 09:58:39.021,2025-10-14 09:59:02.872,23.851,3
Lower/Y north,7490.0,2025-10-14 10:04:01.976,2025-10-14 10:04:14.035,12.059,2
Lower/Y north,7490.0,2025-10-14 10:04:37.887,2025-10-14 10:05:02.014,24.127,3
Lower/Y north,7901.0,2025-10-14 10:27:38.228,2025-10-14 10:29:40.228,122.0,12
Lower/Y north,7490.0,2025-10-14 10:29:52.015,2025-10-14 10:30:04.082,12.067,2
Lower/Y north,7412.0,2025-10-14 10:30:15.321,2025-10-14 10:30:37.253,21.932,3
Lower/Y north,7901.0,2025-10-14 10:30:48.495,2025-10-14 10:33:38.192,169.697,16
Lower/Y north,7901.0,2025-10-14 11:27:18.107,2025-10-14 11:28:50.502,92.395,9
Lower/Y north,7901.0,2025-10-14 11:29:13.537,2025-10-14 11:31:55.576,162.039,15
Lower/Y north,7901.0,2025-10-14 13:01:22.364,2025-10-14 13:01:33.876,11.512,2
Lower/Y north,7490.0,2025-10-14 13:01:45.667,2025-10-14 13:02:32.551,46.884,5
Lower/Y north,7901.0,2025-10-14 13:02:43.793,2025-10-14 13:03:07.098,23.305,3
Lower/Y north,7901.0,2025-10-14 13:03:30.124,2025-10-14 13:03:41.642,11.518,2
Lower/Y north,7901.0,2025-10-14 13:07:51.131,2025-10-14 13:09:12.014,80.883,8
Lower/Y north,7901.0,2025-10-14 13:09:35.321,2025-10-14 13:13:01.507,206.186,19
Lower/Y north,7490.0,2025-10-14 13:13:13.567,2025-10-14 13:13:25.632,12.065,2
Lower/Y north,7901.0,2025-10-14 13:13:37.143,2025-10-14 13:14:10.038,32.895,4
Lower/Y north,7901.0,2025-10-14 13:14:33.615,2025-10-14 13:16:24.101,110.486,11
Lower/Y north,7901.0,2025-10-14 13:16:47.406,2025-10-14 13:20:06.447,199.041,19
