axis,error_code,start_time,end_time,duration_sec,log_entries
Lower/Y north,7452.0,2023-04-11 02:07:20.894,2023-04-11 03:20:54.886,4413.992,390
Lower/Y north,7900.0,2023-04-11 03:21:06.133,2023-04-11 03:21:28.890,22.757,3
Lower/Y north,7452.0,2023-04-11 03:21:40.129,2023-04-11 03:49:03.112,1642.983,146
Lower/Y north,31150.0,2023-04-25 02:12:19.562,2023-04-25 02:13:20.317,60.755,6
Lower/Y north,31150.0,2023-04-25 02:14:37.619,2023-04-25 02:18:25.281,227.662,20
Lower/Y north,7900.0,2023-05-24 02:54:42.164,2023-05-24 02:55:51.540,69.376,7
Lower/Y north,7452.0,2023-05-24 02:56:09.910,2023-05-24 02:56:21.699,11.789,2
Lower/Y north,7900.0,2023-05-24 02:56:33.487,2023-05-24 02:57:30.525,57.038,6
Lower/Y north,7452.0,2023-05-24 02:58:04.523,2023-05-24 02:58:49.774,45.251,5
Lower/Y north,7900.0,2023-05-24 02:59:01.560,2023-05-24 03:04:18.556,316.996,29
Lower/Y north,7452.0,2023-05-24 04:25:27.402,2023-05-24 05:54:49.478,5362.076,471
Lower/Y north,7452.0,2023-05-24 05:56:19.963,2023-05-24 06:02:29.862,369.899,33
Lower/Y north,7900.0,2023-05-24 06:03:59.529,2023-05-24 06:04:23.663,24.134,3
Lower/Y north,7452.0,2023-05-24 06:04:35.726,2023-05-24 06:08:03.572,207.846,19
Lower/Y north,7452.0,2023-05-24 06:10:33.276,2023-05-24 06:36:20.515,1547.239,137
Lower/Y north,7900.0,2023-05-24 06:36:54.512,2023-05-24 06:39:57.763,183.251,17
Lower/Y north,7900.0,2023-05-24 06:40:20.520,2023-05-24 06:40:54.518,33.998,4
Lower/Y north,7452.0,2023-05-24 06:41:05.758,2023-05-24 06:42:10.744,64.986,6
Lower/Y north,7900.0,2023-05-24 06:42:22.537,2023-05-24 06:45:46.531,203.994,19
Lower/Y north,7900.0,2023-05-24 07:09:10.798,2023-05-24 07:12:34.573,203.775,18
Lower/Y north,7452.0,2023-05-24 07:12:46.640,2023-05-24 07:13:10.773,24.133,3
Lower/Y north,7452.0,2023-05-24 07:19:20.477,2023-05-24 07:30:17.511,657.034,57
Lower/Y north,7452.0,2023-05-25 00:46:19.435,2023-05-25 00:47:39.772,80.337,8
Lower/Y north,7452.0,2023-05-25 08:55:46.324,2023-05-25 08:56:08.534,22.21,3
Lower/Y north,7452.0,2023-05-26 01:51:12.944,2023-05-26 01:54:37.492,204.548,19
Lower/Y north,7452.0,2023-05-30 00:27:57.305,2023-05-30 00:30:46.753,169.448,16
Lower/Y north,7452.0,2023-05-30 00:33:10.979,2023-05-30 00:36:20.159,189.18,17
Lower/Y north,7452.0,2023-05-30 00:56:06.442,2023-05-30 00:57:31.069,84.627,7
Lower/Y north,31150.0,2023-05-30 00:57:42.861,2023-05-30 00:58:18.510,35.649,4
Lower/Y north,7452.0,2023-05-30 00:58:30.025,2023-05-30 00:59:15.818,45.793,5
Lower/Y north,7452.0,2023-05-30 01:08:39.189,2023-05-30 01:27:08.599,1109.41,94
Lower/Y north,7900.0,2023-05-30 01:27:19.568,2023-05-30 01:28:39.642,80.074,7
Lower/Y north,7900.0,2023-05-30 01:29:32.841,2023-05-30 01:35:59.750,386.909,35
Lower/Y north,7900.0,2023-05-30 01:45:33.399,2023-05-30 01:47:03.613,90.214,9
Lower/Y north,7452.0,2023-05-30 02:09:54.096,2023-05-30 02:18:29.412,515.316,45
Lower/Y north,7452.0,2023-05-30 02:21:49.054,2023-05-30 02:26:14.764,265.71,24
Lower/Y north,7452.0,2023-05-30 02:27:32.643,2023-05-30 02:32:56.484,323.841,28
Lower/Y north,7452.0,2023-05-30 02:45:19.585,2023-05-30 02:54:51.984,572.399,34
Lower/Y north,7452.0,2023-05-30 03:32:55.128,2023-05-30 03:40:52.263,477.135,43
Lower/Y north,7452.0,2023-05-30 03:41:34.215,2023-05-30 03:43:51.872,137.657,9
Lower/Y north,7452.0,2023-05-30 03:44:32.993,2023-05-30 03:48:14.015,221.022,12
Lower/Y north,7452.0,2023-05-30 03:54:46.936,2023-05-30 05:11:56.229,4629.293,407
Lower/Y north,7452.0,2023-05-30 05:15:20.237,2023-05-30 08:24:30.627,11350.39,1003
Lower/Y north,7452.0,2023-05-31 00:47:04.897,2023-05-31 01:27:09.643,2404.746,213
Lower/Y north,30001.0,2023-05-31 04:25:23.361,2023-05-31 04:26:40.951,77.59,3
Lower/Y north,30001.0,2023-05-31 04:39:02.015,2023-05-31 04:39:25.321,23.306,2
Lower/Y north,7490.0,2023-05-31 04:49:16.737,2023-05-31 04:49:30.997,14.26,2
Lower/Y north,7452.0,2023-05-31 04:50:41.475,2023-05-31 04:56:14.443,332.968,24
Lower/Y north,7452.0,2023-05-31 06:41:29.913,2023-05-31 06:44:11.465,161.552,7
Lower/Y north,7452.0,2023-05-31 07:24:58.393,2023-05-31 07:26:01.791,63.398,3
Lower/Y north,7452.0,2023-05-31 07:29:33.734,2023-05-31 07:30:03.892,30.158,2
Lower/Y north,7900.0,2023-05-31 07:30:21.989,2023-05-31 07:30:38.713,16.724,2
Lower/Y north,7452.0,2023-05-31 07:35:55.114,2023-05-31 07:39:04.782,189.668,8
Lower/Y north,7452.0,2023-05-31 08:57:42.995,2023-05-31 08:58:35.376,52.381,5
Lower/Y north,7452.0,2023-06-01 23:25:22.641,2023-06-01 23:26:39.136,76.495,4
Lower/Y north,7452.0,2023-06-05 02:38:09.025,2023-06-05 02:38:29.864,20.839,2
Lower/Y north,7900.0,2023-06-05 02:39:21.967,2023-06-05 02:40:15.987,54.02,3
Lower/Y north,7452.0,2023-06-05 02:40:32.711,2023-06-05 02:40:48.614,15.903,2
Lower/Y north,7452.0,2023-06-09 00:27:57.373,2023-06-09 00:28:20.685,23.312,3
Lower/Y north,7452.0,2023-06-09 00:29:42.865,2023-06-09 00:31:41.310,118.445,6
Lower/Y north,7452.0,2023-06-09 00:32:50.122,2023-06-09 00:36:17.397,207.275,14
Lower/Y north,7900.0,2023-06-09 00:37:01.003,2023-06-09 00:39:08.764,127.761,8
Lower/Y north,7452.0,2023-07-27 06:24:49.736,2023-07-27 06:29:34.527,284.791,15
Lower/Y north,7900.0,2023-07-27 06:51:25.609,2023-07-27 06:52:25.664,60.055,4
Lower/Y north,7452.0,2023-07-27 06:53:03.230,2023-07-27 06:54:51.271,108.041,10
Lower/Y north,7900.0,2023-07-27 06:56:23.408,2023-07-27 06:56:47.265,23.857,3
Lower/Y north,7452.0,2023-07-27 06:57:25.105,2023-07-27 06:58:00.759,35.654,2
Lower/Y north,7452.0,2023-10-17 07:58:23.584,2023-10-17 08:01:33.911,190.327,8
Lower/Y north,7490.0,2025-02-26 12:23:26.914,2025-02-26 12:23:52.137,25.223,3
Lower/Y north,7490.0,2025-02-26 13:07:00.237,2025-02-26 13:07:11.753,11.516,2
Lower/Y north,7452.0,2025-02-26 23:43:54.142,2025-02-26 23:45:57.512,123.37,11
Lower/Y north,7490.0,2025-02-27 01:12:31.940,2025-02-27 01:12:44.546,12.606,2
Lower/Y north,7490.0,2025-02-27 01:13:55.286,2025-02-27 01:15:06.288,71.002,3
Lower/Y north,7490.0,2025-03-03 17:01:50.334,2025-03-03 17:02:02.397,12.063,2
Lower/Y north,7901.0,2025-03-04 05:07:22.692,2025-03-04 05:07:36.129,13.437,2
Lower/Y north,7490.0,2025-03-04 05:07:49.285,2025-03-04 05:08:01.622,12.337,2
Lower/Y north,7490.0,2025-03-04 05:26:02.225,2025-03-04 05:26:14.834,12.609,2
Lower/Y north,7490.0,2025-03-05 05:45:25.228,2025-03-05 05:45:43.872,18.644,2
Lower/Y north,7901.0,2025-03-05 05:45:56.207,2025-03-05 05:46:06.906,10.699,2
Lower/Y north,7490.0,2025-03-05 06:05:14.097,2025-03-05 06:05:47.819,33.722,3
Lower/Y north,7901.0,2025-03-05 12:12:18.888,2025-03-05 12:12:31.496,12.608,2
Lower/Y north,7490.0,2025-03-06 05:48:11.752,2025-03-06 05:48:26.836,15.084,2
Lower/Y north,7901.0,2025-03-06 06:24:36.446,2025-03-06 06:24:49.056,12.61,2
Lower/Y north,7490.0,2025-03-06 06:25:01.672,2025-03-06 06:25:15.931,14.259,2
Lower/Y north,7490.0,2025-03-06 12:44:05.512,2025-03-06 12:44:17.572,12.06,2
Lower/Y north,7901.0,2025-03-07 08:55:42.302,2025-03-07 08:56:05.878,23.576,3
Lower/Y north,7490.0,2025-03-08 08:59:19.718,2025-03-08 08:59:31.776,12.058,2
Lower/Y north,7901.0,2025-03-08 12:25:44.264,2025-03-08 12:25:54.956,10.692,2
Lower/Y north,7901.0,2025-03-08 12:59:27.971,2025-03-08 12:59:38.939,10.968,2
Lower/Y north,7490.0,2025-03-08 14:35:50.012,2025-03-08 14:36:05.643,15.631,2
Lower/Y north,7901.0,2025-03-08 16:18:56.731,2025-03-08 16:19:45.256,48.525,3
Lower/Y north,7490.0,2025-03-08 17:18:29.512,2025-03-08 17:18:44.314,14.802,2
Lower/Y north,7901.0,2025-03-08 17:59:45.562,2025-03-08 18:00:22.028,36.466,4
Lower/Y north,7490.0,2025-03-11 05:16:52.139,2025-03-11 05:17:17.092,24.953,3
Lower/Y north,7490.0,2025-03-11 07:30:14.849,2025-03-11 07:30:38.428,23.579,2
Lower/Y north,7490.0,2025-03-11 09:07:52.709,2025-03-11 09:08:20.956,28.247,3
Lower/Y north,7490.0,2025-03-12 04:01:28.795,2025-03-12 04:01:55.672,26.877,3
Lower/Y north,7490.0,2025-03-12 07:34:18.826,2025-03-12 07:34:30.889,12.063,2
Lower/Y north,7901.0,2025-03-12 07:34:42.953,2025-03-12 07:34:56.658,13.705,2
Lower/Y north,7901.0,2025-03-12 07:37:14.009,2025-03-12 07:37:29.104,15.095,2
Lower/Y north,7901.0,2025-03-17 03:11:20.317,2025-03-17 03:13:00.939,100.622,5
Lower/Y north,7901.0,2025-03-17 03:24:43.961,2025-03-17 03:25:10.281,26.32,2
Lower/Y north,7452.0,2025-03-17 04:01:07.267,2025-03-17 04:07:17.403,370.136,32
Lower/Y north,7452.0,2025-03-17 11:50:39.216,2025-03-17 11:54:58.583,259.367,23
Lower/Y north,7490.0,2025-03-17 13:27:18.795,2025-03-17 13:27:54.711,35.916,4
Lower/Y north,7490.0,2025-03-17 14:09:08.843,2025-03-17 14:09:23.646,14.803,2
Lower/Y north,7901.0,2025-03-17 14:09:35.724,2025-03-17 14:10:10.819,35.095,4
Lower/Y north,7901.0,2025-03-17 14:15:30.807,2025-03-17 14:15:42.864,12.057,2
Lower/Y north,7490.0,2025-03-17 21:30:40.449,2025-03-17 21:30:53.069,12.62,2
Lower/Y north,7490.0,2025-03-18 03:43:18.410,2025-03-18 03:43:43.081,24.671,3
Lower/Y north,7901.0,2025-03-18 04:57:25.791,2025-03-18 04:57:44.708,18.917,2
Lower/Y north,7490.0,2025-03-18 05:21:56.206,2025-03-18 05:22:14.027,17.821,2
Lower/Y north,7490.0,2025-03-18 07:53:56.553,2025-03-18 07:55:12.221,75.668,7
Lower/Y north,7901.0,2025-03-18 12:56:33.618,2025-03-18 12:57:02.133,28.515,3
Lower/Y north,7490.0,2025-03-18 14:38:11.001,2025-03-18 14:38:23.067,12.066,2
Lower/Y north,7901.0,2025-03-18 16:18:51.718,2025-03-18 16:19:15.846,24.128,3
Lower/Y north,7901.0,2025-03-19 01:21:36.330,2025-03-19 01:21:48.122,11.792,2
Lower/Y north,7490.0,2025-03-19 01:24:57.312,2025-03-19 01:25:09.097,11.785,2
Lower/Y north,7490.0,2025-03-19 01:31:47.763,2025-03-19 01:32:08.050,20.287,2
Lower/Y north,7901.0,2025-03-19 01:32:22.581,2025-03-19 01:33:15.494,52.913,4
Lower/Y north,7490.0,2025-03-19 07:56:55.686,2025-03-19 07:57:33.796,38.11,3
Lower/Y north,7901.0,2025-03-23 05:30:03.844,2025-03-23 05:30:27.700,23.856,3
Lower/Y north,7901.0,2025-03-25 06:22:51.187,2025-03-25 06:23:02.155,10.968,2
Lower/Y north,7901.0,2025-03-28 05:05:56.706,2025-03-28 05:06:07.947,11.241,2
Lower/Y north,7490.0,2025-03-31 08:38:10.537,2025-03-31 08:38:33.845,23.308,2
Lower/Y north,7901.0,2025-04-01 13:33:05.854,2025-04-01 13:33:16.822,10.968,2
Lower/Y north,7490.0,2025-04-02 08:35:08.617,2025-04-02 08:37:11.990,123.373,5
Lower/Y north,7901.0,2025-04-03 06:42:36.854,2025-04-03 06:42:47.819,10.965,2
Lower/Y north,7901.0,2025-04-04 06:34:34.511,2025-04-04 06:36:31.855,117.344,11
Lower/Y north,7490.0,2025-04-06 07:02:22.989,2025-04-06 07:02:46.298,23.309,3
Lower/Y north,7901.0,2025-04-06 07:07:11.415,2025-04-06 07:07:47.336,35.921,2
Lower/Y north,7901.0,2025-04-06 13:39:44.370,2025-04-06 13:39:56.945,12.575,2
Lower/Y north,7490.0,2025-04-06 13:40:10.100,2025-04-06 13:40:23.537,13.437,2
Lower/Y north,7901.0,2025-04-06 19:22:42.671,2025-04-06 19:22:54.736,12.065,2
Lower/Y north,7490.0,2025-04-06 20:51:23.882,2025-04-06 20:51:36.219,12.337,2
Lower/Y north,7490.0,2025-04-07 05:54:53.204,2025-04-07 05:56:11.891,78.687,5
Lower/Y north,7901.0,2025-04-07 06:06:47.694,2025-04-07 06:07:00.027,12.333,2
Lower/Y north,7490.0,2025-04-07 06:07:57.605,2025-04-07 06:08:45.585,47.98,3
Lower/Y north,7901.0,2025-04-07 06:55:38.078,2025-04-07 06:56:24.413,46.335,3
Lower/Y north,7490.0,2025-04-07 08:56:01.480,2025-04-07 08:56:13.819,12.339,2
Lower/Y north,7452.0,2025-04-07 12:35:33.849,2025-04-07 12:40:57.383,323.534,28
Lower/Y north,7490.0,2025-04-07 18:28:47.528,2025-04-07 18:28:59.318,11.79,2
Lower/Y north,7901.0,2025-04-08 05:05:30.095,2025-04-08 05:05:41.064,10.969,2
Lower/Y north,7490.0,2025-04-08 06:15:17.883,2025-04-08 06:15:31.321,13.438,2
Lower/Y north,7490.0,2025-04-08 08:53:18.112,2025-04-08 08:54:17.057,58.945,2
Lower/Y north,7490.0,2025-04-08 16:38:31.241,2025-04-08 16:39:21.140,49.899,4
Lower/Y north,7490.0,2025-04-09 01:11:16.428,2025-04-09 01:11:31.234,14.806000000000001,2
Lower/Y north,7490.0,2025-04-09 02:47:09.472,2025-04-09 02:47:21.281,11.809,2
Lower/Y north,7490.0,2025-04-09 13:59:20.853,2025-04-09 14:00:09.344,48.491,2
Lower/Y north,7901.0,2025-04-09 17:59:33.700,2025-04-09 17:59:44.940,11.24,2
Lower/Y north,7901.0,2025-04-09 21:00:11.918,2025-04-09 21:00:23.702,11.784,2
Lower/Y north,7490.0,2025-04-10 05:33:13.413,2025-04-10 05:33:25.472,12.059,2
Lower/Y north,7490.0,2025-04-10 18:00:21.824,2025-04-10 18:00:59.109,37.285,3
Lower/Y north,7490.0,2025-04-10 18:47:17.083,2025-04-10 18:47:54.921,37.838,3
Lower/Y north,7490.0,2025-04-12 14:10:39.390,2025-04-12 14:10:52.274,12.884,2
Lower/Y north,7490.0,2025-04-12 18:16:24.572,2025-04-12 18:16:53.087,28.515,3
Lower/Y north,7490.0,2025-04-12 18:27:47.543,2025-04-12 18:28:24.831,37.288,4
Lower/Y north,7901.0,2025-04-12 18:29:05.132,2025-04-12 18:30:04.903,59.771,2
Lower/Y north,7490.0,2025-04-12 18:36:19.440,2025-04-12 18:36:35.617,16.177,2
Lower/Y north,7901.0,2025-04-12 18:37:10.161,2025-04-12 18:37:43.062,32.901,4
Lower/Y north,7490.0,2025-04-13 03:57:23.930,2025-04-13 03:57:36.269,12.339,2
Lower/Y north,7490.0,2025-04-13 05:04:14.862,2025-04-13 05:04:32.407,17.545,2
Lower/Y north,7490.0,2025-04-13 05:36:46.181,2025-04-13 05:37:03.451,17.27,2
Lower/Y north,7490.0,2025-04-13 05:54:46.719,2025-04-13 05:55:11.672,24.953,3
Lower/Y north,7901.0,2025-04-13 05:55:23.741,2025-04-13 05:55:35.795,12.054,2
Lower/Y north,7490.0,2025-04-13 06:40:19.707,2025-04-13 06:40:37.254,17.547,2
Lower/Y north,7490.0,2025-04-13 14:29:39.109,2025-04-13 14:29:50.900,11.791,2
Lower/Y north,7490.0,2025-04-13 18:10:30.171,2025-04-13 18:11:09.655,39.484,4
Lower/Y north,7901.0,2025-04-13 18:22:55.669,2025-04-13 18:23:15.681,20.012,2
Lower/Y north,7490.0,2025-04-13 19:05:33.999,2025-04-13 19:05:47.703,13.704,2
Lower/Y north,7490.0,2025-04-14 04:57:12.661,2025-04-14 04:57:24.450,11.789,2
Lower/Y north,7490.0,2025-04-14 05:17:33.298,2025-04-14 05:17:45.634,12.336,2
Lower/Y north,7901.0,2025-04-14 05:18:46.500,2025-04-14 05:18:59.111,12.611,2
Lower/Y north,7490.0,2025-04-14 05:19:10.904,2025-04-14 05:19:22.693,11.789,2
Lower/Y north,7901.0,2025-04-14 05:41:53.295,2025-04-14 05:42:29.487,36.192,4
Lower/Y north,7901.0,2025-04-14 07:21:29.247,2025-04-14 07:21:40.488,11.241,2
Lower/Y north,7490.0,2025-04-14 13:11:40.189,2025-04-14 13:11:52.796,12.607,2
Lower/Y north,7490.0,2025-04-14 13:15:46.676,2025-04-14 13:16:00.114,13.438,2
Lower/Y north,7901.0,2025-04-14 17:23:16.212,2025-04-14 17:23:37.327,21.115,2
Lower/Y north,7490.0,2025-04-14 21:14:59.002,2025-04-14 21:15:11.338,12.336,2
Lower/Y north,7490.0,2025-04-15 00:44:23.041,2025-04-15 00:44:46.071,23.03,2
Lower/Y north,7490.0,2025-04-15 05:36:05.588,2025-04-15 05:36:29.713,24.125,3
Lower/Y north,7901.0,2025-04-15 05:36:41.504,2025-04-15 05:36:53.567,12.063,2
Lower/Y north,7490.0,2025-04-15 06:20:10.559,2025-04-15 06:20:34.687,24.128,3
Lower/Y north,7901.0,2025-04-15 06:20:46.204,2025-04-15 06:20:57.995,11.791,2
Lower/Y north,7490.0,2025-04-15 12:57:06.998,2025-04-15 12:57:19.068,12.07,2
Lower/Y north,7490.0,2025-04-15 13:30:03.849,2025-04-15 13:30:15.640,11.791,2
Lower/Y north,7490.0,2025-04-15 13:30:40.316,2025-04-15 13:31:04.719,24.403,3
Lower/Y north,7901.0,2025-04-16 01:45:28.174,2025-04-16 01:45:53.127,24.953,3
Lower/Y north,7490.0,2025-04-16 04:40:15.749,2025-04-16 04:40:27.534,11.785,2
Lower/Y north,7901.0,2025-04-16 05:21:59.244,2025-04-16 05:22:10.758,11.514,2
Lower/Y north,7901.0,2025-04-16 05:25:34.216,2025-04-16 05:25:58.873,24.657,2
Lower/Y north,7490.0,2025-04-16 13:48:12.309,2025-04-16 13:48:25.468,13.159,2
Lower/Y north,7490.0,2025-04-16 13:49:13.722,2025-04-16 13:49:25.512,11.79,2
Lower/Y north,7901.0,2025-04-16 13:54:57.276,2025-04-16 13:55:09.070,11.794,2
Lower/Y north,7901.0,2025-04-16 18:41:25.295,2025-04-16 18:41:43.113,17.818,2
Lower/Y north,7901.0,2025-04-17 00:24:43.581,2025-04-17 00:25:05.247,21.666,2
Lower/Y north,7901.0,2025-04-17 05:18:03.486,2025-04-17 05:18:15.549,12.063,2
Lower/Y north,7490.0,2025-04-17 05:18:27.887,2025-04-17 05:18:39.675,11.788,2
Lower/Y north,7490.0,2025-04-17 06:03:50.454,2025-04-17 06:04:04.163,13.709,2
Lower/Y north,7901.0,2025-04-17 06:04:15.952,2025-04-17 06:04:28.843,12.891,2
Lower/Y north,7490.0,2025-04-17 06:04:40.904,2025-04-17 06:04:52.695,11.791,2
Lower/Y north,7490.0,2025-04-17 12:38:28.444,2025-04-17 12:38:40.508,12.064,2
Lower/Y north,7490.0,2025-04-17 14:06:39.848,2025-04-17 14:07:04.248,24.4,3
Lower/Y north,7490.0,2025-04-17 14:07:27.832,2025-04-17 14:07:51.685,23.853,3
Lower/Y north,7490.0,2025-04-18 00:54:07.441,2025-04-18 00:54:55.694,48.253,5
Lower/Y north,7490.0,2025-04-18 05:43:30.908,2025-04-18 05:43:42.972,12.064,2
Lower/Y north,7490.0,2025-04-18 05:44:06.552,2025-04-18 05:44:42.746,36.194,4
Lower/Y north,7490.0,2025-04-18 05:57:27.146,2025-04-18 05:58:02.514,35.368,4
Lower/Y north,7901.0,2025-04-18 05:58:14.853,2025-04-18 05:58:26.914,12.061,2
Lower/Y north,7490.0,2025-04-18 05:58:38.705,2025-04-18 05:59:02.561,23.856,3
Lower/Y north,7490.0,2025-04-18 06:38:59.970,2025-04-18 06:39:58.645,58.675,6
Lower/Y north,7490.0,2025-04-18 06:40:22.772,2025-04-18 06:40:34.562,11.79,2
Lower/Y north,7490.0,2025-04-18 09:20:46.513,2025-04-18 09:20:58.579,12.066,2
Lower/Y north,7901.0,2025-04-18 13:17:40.532,2025-04-18 13:17:52.596,12.064,2
Lower/Y north,7490.0,2025-04-18 14:25:41.918,2025-04-18 14:26:06.873,24.955,3
Lower/Y north,7490.0,2025-04-18 18:28:41.624,2025-04-18 18:29:03.008,21.384,2
Lower/Y north,7490.0,2025-04-18 18:54:23.094,2025-04-18 18:54:38.451,15.357,2
Lower/Y north,7490.0,2025-04-18 21:30:35.930,2025-04-18 21:30:50.186,14.256,2
Lower/Y north,7490.0,2025-04-19 02:40:01.628,2025-04-19 02:40:16.981,15.353,2
Lower/Y north,7490.0,2025-04-19 04:59:57.646,2025-04-19 05:00:21.497,23.851,3
Lower/Y north,7490.0,2025-04-19 05:24:23.981,2025-04-19 05:24:35.502,11.521,2
Lower/Y north,7901.0,2025-04-19 05:40:03.056,2025-04-19 05:40:14.842,11.786,2
Lower/Y north,7490.0,2025-04-19 06:38:46.234,2025-04-19 06:39:09.539,23.305,3
Lower/Y north,7901.0,2025-04-19 06:44:16.890,2025-04-19 06:44:39.923,23.033,3
Lower/Y north,7901.0,2025-04-19 09:31:22.243,2025-04-19 09:31:43.904,21.661,2
Lower/Y north,7490.0,2025-04-19 12:19:38.252,2025-04-19 12:19:51.133,12.881,2
Lower/Y north,7490.0,2025-04-19 13:07:53.852,2025-04-19 13:08:06.188,12.336,2
Lower/Y north,7490.0,2025-04-19 13:58:18.570,2025-04-19 13:58:30.630,12.06,2
Lower/Y north,7901.0,2025-04-19 13:58:42.969,2025-04-19 13:58:54.484,11.515,2
Lower/Y north,7490.0,2025-04-19 14:45:24.512,2025-04-19 14:45:36.576,12.064,2
Lower/Y north,7490.0,2025-04-20 00:45:35.765,2025-04-20 00:45:57.966,22.201,2
Lower/Y north,7901.0,2025-04-20 01:22:32.503,2025-04-20 01:22:47.584,15.081,2
Lower/Y north,7490.0,2025-04-20 05:05:08.019,2025-04-20 05:05:19.806,11.787,2
Lower/Y north,7490.0,2025-04-20 05:05:43.933,2025-04-20 05:05:56.270,12.337,2
Lower/Y north,7490.0,2025-04-20 05:38:56.684,2025-04-20 05:39:08.472,11.788,2
Lower/Y north,7901.0,2025-04-20 05:39:20.534,2025-04-20 05:39:33.149,12.615,2
Lower/Y north,7490.0,2025-04-20 06:18:49.427,2025-04-20 06:19:01.768,12.341,2
Lower/Y north,7901.0,2025-04-20 06:19:13.554,2025-04-20 06:19:36.588,23.034,3
Lower/Y north,7901.0,2025-04-20 12:58:15.186,2025-04-20 12:58:27.249,12.063,2
Lower/Y north,7901.0,2025-04-20 12:58:50.558,2025-04-20 12:59:02.618,12.06,2
Lower/Y north,7901.0,2025-04-20 18:45:18.947,2025-04-20 18:45:33.748,14.801,2
Lower/Y north,7452.0,2025-04-20 19:55:58.831,2025-04-20 19:57:34.515,95.684,9
Lower/Y north,7901.0,2025-04-20 20:01:32.773,2025-04-20 20:01:55.528,22.755,3
Lower/Y north,7490.0,2025-04-20 20:02:07.315,2025-04-20 20:02:31.177,23.862,3
Lower/Y north,7901.0,2025-04-20 20:03:07.366,2025-04-20 20:03:31.217,23.851,3
Lower/Y north,7490.0,2025-04-21 01:13:57.071,2025-04-21 01:14:08.589,11.518,2
Lower/Y north,7490.0,2025-04-21 01:31:24.729,2025-04-21 01:32:00.658,35.929,4
Lower/Y north,7490.0,2025-04-21 04:46:21.962,2025-04-21 04:46:35.393,13.431,2
Lower/Y north,7490.0,2025-04-21 06:19:18.186,2025-04-21 06:19:29.978,11.792,2
Lower/Y north,7490.0,2025-04-21 06:58:12.262,2025-04-21 06:58:49.280,37.018,4
Lower/Y north,7490.0,2025-04-21 13:38:21.882,2025-04-21 13:38:33.944,12.062,2
Lower/Y north,7901.0,2025-04-21 13:38:45.463,2025-04-21 13:38:57.797,12.334,2
Lower/Y north,7490.0,2025-04-22 02:02:58.227,2025-04-22 02:03:21.262,23.035,2
Lower/Y north,7490.0,2025-04-22 12:39:31.325,2025-04-22 12:39:43.388,12.063,2
Lower/Y north,7490.0,2025-04-22 14:02:50.078,2025-04-22 14:03:26.272,36.194,4
Lower/Y north,7901.0,2025-04-22 14:03:38.061,2025-04-22 14:04:02.186,24.125,3
Lower/Y north,7490.0,2025-04-22 17:16:52.967,2025-04-22 17:17:16.544,23.576999999999998,2
Lower/Y north,7901.0,2025-04-22 17:36:49.469,2025-04-22 17:37:00.436,10.967,2
Lower/Y north,7901.0,2025-04-22 17:47:31.069,2025-04-22 17:47:58.763,27.694,2
Lower/Y north,7901.0,2025-04-22 18:13:45.389,2025-04-22 18:14:31.177,45.788,5
Lower/Y north,7490.0,2025-04-23 05:50:26.306,2025-04-23 05:50:38.368,12.062,2
Lower/Y north,7490.0,2025-04-23 06:01:15.266,2025-04-23 06:01:27.056,11.79,2
Lower/Y north,7901.0,2025-04-23 06:01:39.122,2025-04-23 06:02:03.247,24.125,3
Lower/Y north,7901.0,2025-04-23 06:37:31.396,2025-04-23 06:37:54.703,23.307,3
Lower/Y north,7490.0,2025-04-23 06:38:30.075,2025-04-23 06:38:54.203,24.128,3
Lower/Y north,7901.0,2025-04-23 13:18:47.746,2025-04-23 13:19:36.002,48.256,5
Lower/Y north,7901.0,2025-04-23 16:58:05.013,2025-04-23 16:58:34.625,29.612,3
Lower/Y north,7490.0,2025-04-23 17:24:42.363,2025-04-23 17:25:06.767,24.404,3
Lower/Y north,7901.0,2025-04-23 18:26:39.678,2025-04-23 18:26:51.741,12.063,2
Lower/Y north,7490.0,2025-04-23 19:02:46.782,2025-04-23 19:03:20.504,33.722,3
Lower/Y north,7490.0,2025-04-24 05:02:34.736,2025-04-24 05:03:10.932,36.196,4
Lower/Y north,7490.0,2025-04-24 05:31:05.834,2025-04-24 05:32:17.944,72.11,7
Lower/Y north,7490.0,2025-04-24 13:59:34.985,2025-04-24 13:59:58.835,23.85,3
Lower/Y north,7490.0,2025-04-25 05:11:59.702,2025-04-25 05:12:23.556,23.854,3
Lower/Y north,7490.0,2025-04-25 05:41:35.821,2025-04-25 05:41:47.882,12.061,2
Lower/Y north,7490.0,2025-04-25 05:42:11.736,2025-04-25 05:42:35.592,23.856,3
Lower/Y north,7490.0,2025-04-25 06:16:56.578,2025-04-25 06:17:08.643,12.065,2
Lower/Y north,7490.0,2025-04-25 06:17:31.667,2025-04-25 06:17:43.463,11.796,2
Lower/Y north,7490.0,2025-04-25 06:18:07.039,2025-04-25 06:18:18.556,11.517,2
Lower/Y north,7490.0,2025-04-25 06:27:54.336,2025-04-25 06:28:06.677,12.341,2
Lower/Y north,7901.0,2025-04-25 13:21:53.670,2025-04-25 13:22:06.007,12.337,2
Lower/Y north,7490.0,2025-04-25 13:22:18.895,2025-04-25 13:22:42.476,23.581,3
Lower/Y north,7490.0,2025-04-26 06:22:02.413,2025-04-26 06:22:27.633,25.22,3
