date,servo_stress_index,ssi_diff,ssi_ma,trend_5day,trend_10day,precursor_flag
2023-11-01,0.5480375302639646,0.1147566648277385,0.41079099016625964,0.453926226548295,0.36779287222672286,True
2023-11-02,0.6340224259243499,0.08598489566038525,0.46262504218946227,0.5064120640699856,0.40418425861682206,True
2023-11-03,0.5647445053036014,-0.06927792062074845,0.4954854377099181,0.5280794932739998,0.4348247587815517,True
2023-11-04,0.3723147293339973,-0.19242977596960414,0.4955885078553609,0.5104800112524279,0.4446618591725766,True
2023-11-05,0.35142077163456,-0.020893957699437304,0.48059042390550816,0.49410799249209464,0.4526855301598395,True
2023-11-06,0.3937452496386209,0.04232447800406092,0.47108086821933143,0.46324953636702587,0.45858788145766044,True
2023-11-13,0.4697730744804239,0.12876258494250598,0.39057017056260523,0.4216595357879817,0.3851471944545415,True
2023-11-14,0.4591699584840879,-0.010603115996335954,0.4152936919165775,0.43573886965984626,0.3938327173695506,True
2023-11-15,0.7014427863446265,0.2422728278605386,0.46698720339551764,0.4864129856631581,0.42883491884055724,True
2023-11-16,0.5545080074298745,-0.14693477891475204,0.4906635917248189,0.5051808632553861,0.4449111946196826,True
2023-11-17,0.6479336221684555,0.09342561473858102,0.5192152225591601,0.5665654897814937,0.4810940259358999,True
2023-11-18,0.6427122698097498,-0.005221352358705689,0.5452214583221623,0.601153328847359,0.5114064323176704,True
2023-11-19,0.4935682773767599,-0.14914399243298992,0.5670154280134254,0.6080329926258933,0.5218859311428697,True
2023-11-20,0.3772658453852777,-0.11630243199148221,0.5538001095712618,0.5431976044340235,0.5148052950485907,True
2023-11-21,0.4885185497476583,0.1112527043623806,0.5579927654660575,0.5299997128975802,0.5175902880764832,True
2023-12-01,0.5109306213693916,0.23137574752274648,0.3146764726934518,0.37400568305829207,0.2815742189321594,True
2023-12-02,0.5605003040341727,0.04956968266478112,0.36965930490518634,0.42161888946183224,0.31656482524959884,True
2023-12-03,0.5131811141640437,-0.047319189870129064,0.4205299762128109,0.4465876941153544,0.3441277497782226,True
2023-12-04,0.5344513036817398,0.021270189517696103,0.4508181235935635,0.47972364341919854,0.38108680307341186,True
2023-12-13,0.3841542486382808,0.02195025683321239,0.31790908294075504,0.32762908041110494,0.3178280801178137,True
2023-12-15,0.3525872079173918,0.05324036748493338,0.3271542072007678,0.34275703616747605,0.31005932870149155,True
2023-12-16,0.3759534761545132,0.0233662682371214,0.33684708130893076,0.3548491529895425,0.32532511050896484,True
2023-12-17,0.4786841956949093,0.10273071954039609,0.366917550383829,0.37814519376751066,0.3420747165079815,True
2023-12-18,0.4396260347437728,-0.039058160951136456,0.3846508564837707,0.3892395509886091,0.35843431569985706,True
2023-12-29,0.3809526392981704,0.03636778990372613,0.30268853505656373,0.3163433641120066,0.28912209172290054,True
2023-12-30,0.3783167493125309,-0.002635889985639517,0.30817364460431385,0.3362330538695824,0.2960669760428006,True
2023-12-31,0.5275031385919253,0.14918638927939443,0.3553623869234985,0.3846413278528481,0.3276963992829993,True
2024-01-01,0.4352504953450417,-0.09225264324688365,0.37770270046926846,0.41332157438842254,0.34598901286454437,True
2024-01-02,0.5450301385854703,0.10977964324042866,0.4147838961706789,0.4534106322266277,0.3664999284752634,True
2024-01-03,0.474792573226399,-0.07023756535907133,0.4409186548219974,0.4721786190122734,0.39426099156214006,True
2024-01-05,0.4168338632858246,0.18551104277199582,0.42986425412300294,0.4206459781913129,0.40264365302208055,True
2024-01-14,0.4367829702627647,-0.02174325890792761,0.3026300115894142,0.3150208521534129,0.30671381698752487,True
2024-01-17,0.3718186247640489,0.08399001331067724,0.3231556945686747,0.3701936207811375,0.307406898559813,True
2024-01-18,0.4176421910237024,0.0458235662596535,0.3255087788515684,0.36201681315173956,0.3229877341672712,True
2024-01-19,0.4414096320454007,0.023767441021698255,0.3871457038535415,0.36294214550826676,0.3389814988308398,True
2024-01-29,0.4016345660702936,0.18955324153601819,0.2703922029545351,0.2661284569459047,0.2528340802461478,True
2024-02-01,0.3583364965211045,0.06197252626922639,0.2948693320158518,0.3228044915041392,0.2893051987597873,True
2024-02-03,0.4524231436580982,0.17785448682707794,0.3344306082871164,0.3454596734810491,0.3057940652134769,True
2024-02-04,0.4624291017423094,0.010005958084211175,0.3701945764596926,0.3688242738008821,0.3253506226342391,True
2024-02-19,0.375170968515045,0.04627405580081928,0.27996240709211684,0.2925966753255722,0.27060337730747747,True
2024-02-20,0.3889888930919273,0.013817924576882301,0.2979009842208703,0.3209697444395162,0.2855648970355589,True
2024-02-22,0.469662119636801,0.2328415463902021,0.3301902021544259,0.35990789344091956,0.3055208435620145,True
2024-03-01,0.5611475155013996,0.300657120260487,0.3324186798313868,0.3834897673212455,0.3164114512827083,True
2024-03-02,0.4828364742745994,-0.07831104122680022,0.3776534836874262,0.4397678158933337,0.34101304138550836,True
2024-03-04,0.5336589300764237,0.20675081111192595,0.43705801835822716,0.43300828681156667,0.3670334282135229,True
2024-03-19,0.471078811134335,0.23760548844645238,0.40994193826857867,0.40959113142754766,0.3965404493743966,True
2025-03-16,0.4258313806845967,0.016112484440471586,0.3944364983879946,0.39797250995938477,0.38550958604447666,True
2025-03-17,0.5712072283346594,0.14537584765006273,0.40874055798804104,0.42145403406965565,0.4099394969814928,True
2025-03-18,0.454324024665745,-0.11688320366891441,0.4307705432567612,0.5123101025923773,0.402006006440425,True
2025-03-19,0.5394706921005559,0.08514666743481086,0.443009269587797,0.4801104444059364,0.4326057433816922,True
2025-03-20,0.5872670557844497,0.04779636368389384,0.5268983229781273,0.5156200763140013,0.4442245678467038,True
2025-03-21,0.7279977839592874,0.14073072817483767,0.5308310088247742,0.5760533569689394,0.48701293346416213,True
2025-03-22,0.6935183296081399,-0.03447945435114752,0.5713737850196334,0.6005155772236355,0.5109848056466456,True
2025-03-25,0.5861472137053012,-0.10737111590283865,0.594276046879734,0.6268802150315468,0.5695951588119621,True
2025-03-26,0.6833935262415327,0.0972463125362315,0.6103026608664301,0.6556647818597422,0.5678876131328392,True
2025-03-27,0.704889096657439,0.02149557041590633,0.646097671150958,0.6791891900343401,0.5974046331741707,True
2025-03-28,0.7156665093788293,0.010777412721390212,0.6712685021907113,0.6767229351182484,0.6263881460435939,True
2025-03-29,0.6992469737922286,-0.016419535586600698,0.6872656333346797,0.6778686639550661,0.6391921205893508,True
2025-03-30,0.705736955113049,0.006489981320820459,0.6840855149280742,0.7017866122366156,0.6643334136340813,True
2025-03-31,0.700095430942689,-0.005641524170360013,0.6850251008330098,0.705126993176847,0.6803958875182945,True
2025-04-01,0.7048459091495558,0.004750478206866804,0.7019820573250463,0.7051183556752704,0.6921537728548052,True
2025-04-02,0.7047205092772683,-0.000125399872287546,0.7050287691872941,0.7029291556549582,0.6898260453866033,True
2025-04-03,0.7047218390131201,1.3297358518737923e-06,0.7050048752381057,0.7040241286991364,0.6909463963271013,True
2025-04-04,0.7045125308814288,-0.00020930813169128815,0.703411449738477,0.7037792438528124,0.7027829280447141,True
2025-04-14,0.7045824672786214,0.2918098125206178,0.5528646878184473,0.5894461267951331,0.5279649541918146,True
2025-04-15,0.550901038538385,-0.15368142874023638,0.5539337345781477,0.5587023251487929,0.5132624144192661,True
2025-04-16,0.42514928866548,-0.125751749872905,0.5604687087399329,0.5597020234556396,0.5200868354309611,True
2025-04-18,0.4234418837702784,-0.1478338017097542,0.5418896695040727,0.5350700727465595,0.5297402999962825,True
2025-04-21,0.5804643726135615,-0.15116120248514964,0.5528777674950868,0.5788188090523485,0.569260416253994,True
2025-04-22,0.7048304919222883,0.12436611930872676,0.574867689407073,0.6055297703407996,0.569232998642452,True
2025-04-23,0.7042947625462745,-0.0005357293760137605,0.6147456142471864,0.6617003460959989,0.5983852094212792,True
2025-04-24,0.6773019558373052,-0.026992806708969308,0.6298922242982253,0.6797034316036281,0.5956571582771475,True
2025-04-25,0.7061916018316051,0.028889645994299884,0.6702850411641291,0.6746166369502069,0.6111862146064696,True
2025-04-26,0.6737657692323693,-0.032425832599235815,0.6826392184403022,0.6932769162739685,0.6360478626631585,True
2025-04-27,0.7064944925328105,0.03272872330044119,0.6790490637880306,0.6936097163960729,0.6495697433684363,True
2025-04-28,0.7038242082499623,-0.002670284282848212,0.6966718974503736,0.6935156055368104,0.6776079758164048,True
2025-04-29,0.7196258845995486,0.01580167634958629,0.6987855249756966,0.7019803912892592,0.6908419114464437,True
2025-04-30,0.7226623075098951,0.003036422910346559,0.7014094599704995,0.7052745324249171,0.6899455846875621,True
2025-05-01,0.7393647148424827,0.016702407332587543,0.7102755683998104,0.7183943215469398,0.7058356189104542,True
2025-05-02,0.7042904071795715,-0.0350743076629112,0.7100039691638057,0.717953504476292,0.7057816104361825,True
2025-05-03,0.7045437700381798,0.0002533628586083303,0.7144008264217786,0.7180974168339356,0.7058065111853731,True
2025-05-04,0.7101681819292276,0.005624411891047787,0.7149256391926954,0.7162058762998713,0.7090931337945653,True
2025-05-13,0.7038267533410335,0.13060045114646635,0.5648597904218813,0.605856073341775,0.5507378232291675,True
2025-05-14,0.7219055143663986,0.018078761025365098,0.5882709130067539,0.6053825581125503,0.5519115564728845,True
2025-05-15,0.5046846822937305,-0.21722083207266807,0.607981509052715,0.6123416808764535,0.5570697949038015,True
2025-05-16,0.7018565858685116,0.1971719035747811,0.6047791512464277,0.6410999676128483,0.5882465315481811,True
2025-05-17,0.5873031826107086,-0.11455340325780305,0.6215525961230696,0.6439153436960765,0.5911740841820228,True
2025-05-25,0.7095765118928009,0.09668164319127526,0.5617530904686171,0.5599881452744695,0.5588487528550983,True
2025-06-04,0.4145855962134303,0.0433013633409578,0.3571349770977753,0.3605706728166405,0.3498745919534493,True
2025-06-05,0.4047158210619971,-0.009869775151433169,0.36997637404848976,0.37592506902143197,0.3572912335817503,True
2025-06-06,0.5827968375104997,0.1780810164485026,0.39862371752224274,0.4198275504690773,0.3839032621172538,True
2025-06-14,0.3520907234197951,0.06601475221699299,0.29056788505147796,0.3315976805954629,0.3162278310114002,True
2025-06-18,0.4388913957058805,0.11956063485963331,0.34105538603280866,0.34757916926160265,0.3233847204746997,True
2025-06-19,0.351098711463533,-0.08779268424234749,0.33929578985347836,0.34738076687035024,0.3394892237329065,True
2025-06-23,0.363678370350531,0.014570826526323521,0.3567317193596128,0.3477799757930323,0.3476795725273175,True
2025-06-25,0.4626216818390369,0.12736587532080612,0.3623967667603471,0.36737669270090906,0.36297761289121155,True
2025-06-26,0.3551267421890043,-0.1074949396500326,0.36297219972112865,0.37315802894420214,0.36501262660635614,True
2025-07-09,0.389285775501119,0.06903909214156428,0.33532451968019494,0.3406119892542193,0.32644993669106265,True
2025-07-11,0.3859382859218889,0.10352408653334721,0.3387732045116468,0.3447339503131316,0.3294756479383978,True
2025-07-12,0.4642463877336724,0.07830810181178349,0.3552682709676496,0.3684262663809553,0.3479870510805468,True
2025-07-14,0.6522530408612042,0.3087960860835425,0.4054059039348061,0.42566177373659375,0.38313688149540653,True
2025-07-15,0.4364983781619672,-0.215754662699237,0.4220132889065793,0.45647860949127883,0.391908627057438,True
2025-07-16,0.7048613704041923,0.2683629922422251,0.4670955167498755,0.5202632263877396,0.4324985883504356,True
2025-07-17,0.6809929204189463,-0.023868449985245954,0.5240353340399333,0.5636125329247943,0.46601939965287487,True
2025-07-18,0.7003064992959627,0.019313578877016346,0.5689450788076581,0.6349824418284545,0.5040253812465156,True
2025-07-19,0.7003064992959627,0.0,0.6026679518879853,0.6445931335154061,0.535127453626,True
2025-07-20,0.7003064992959627,0.0,0.6536464582477425,0.6973547577422053,0.5769166836167421,True
2025-07-21,0.7003064992959627,0.0,0.6605112380241367,0.6964437835205594,0.6083535049541495,True
2025-07-22,0.7003064992959627,0.0,0.6981981124718503,0.7003064992959627,0.6319595161103785,True
2025-07-23,0.7003064992959627,0.0,0.697547416599246,0.7003064992959627,0.6676444705622087,True
2025-07-24,0.7003064992959627,0.0,0.7003064992959627,0.7003064992959627,0.6724498164056845,True
2025-07-25,0.7003064992959627,0.0,0.7003064992959627,0.7003064992959627,0.6988306285190841,True
2025-07-26,0.7003064992959627,0.0,0.7003064992959627,0.7003064992959627,0.698375141408261,True
